timestamp_ms,ax,ay,az,gx,gy,gz,label
19120,4.84,-2.54,9.58,0.15,-0.07,-0.17,stairs
19140,4.64,-2.34,9.54,0.04,0.01,-0.20,stairs
19160,4.04,-2.73,9.90,-0.02,0.04,-0.17,stairs
19180,3.93,-3.18,10.12,0.08,-0.03,-0.15,stairs
19200,4.02,-2.90,9.43,0.27,-0.13,-0.14,stairs
19220,3.72,-2.32,8.74,0.29,-0.13,-0.13,stairs
19240,3.82,-2.03,8.41,0.10,-0.09,-0.06,stairs
19260,4.22,-2.40,9.27,0.03,-0.09,-0.04,stairs
19280,4.46,-2.68,9.41,0.14,-0.16,-0.07,stairs
19300,4.32,-2.45,9.26,0.25,-0.18,-0.08,stairs
19320,4.42,-2.28,9.31,0.20,-0.18,-0.07,stairs
19340,4.76,-2.39,9.42,0.14,-0.13,-0.05,stairs
19360,4.83,-2.76,9.73,0.15,-0.09,-0.04,stairs
19380,4.69,-2.84,9.90,0.27,-0.10,-0.05,stairs
19400,4.63,-2.55,9.84,0.33,-0.11,-0.04,stairs
19420,4.92,-2.15,9.17,0.25,-0.04,-0.03,stairs
19440,4.75,-2.47,8.92,0.15,0.09,-0.03,stairs
19460,4.43,-2.95,9.14,0.23,0.08,-0.03,stairs
19480,4.50,-2.70,9.00,0.38,0.03,-0.03,stairs
19500,4.92,-2.11,8.61,0.37,0.05,-0.03,stairs
19520,4.91,-1.94,8.42,0.23,0.15,-0.05,stairs
19540,4.35,-2.32,8.57,0.18,0.22,-0.04,stairs
19560,3.87,-2.57,9.04,0.30,0.18,-0.01,stairs
19580,4.00,-2.36,9.18,0.43,0.10,0.05,stairs
19600,4.47,-1.91,8.89,0.42,0.15,0.08,stairs
19620,4.48,-1.97,8.96,0.33,0.26,0.10,stairs
19640,4.07,-2.20,9.27,0.32,0.30,0.12,stairs
19660,4.12,-2.07,9.29,0.42,0.30,0.14,stairs
19680,4.32,-1.80,9.29,0.47,0.32,0.14,stairs
19700,4.41,-1.61,9.02,0.45,0.39,0.11,stairs
19720,3.92,-1.52,8.80,0.41,0.51,0.10,stairs
19740,3.54,-1.45,8.82,0.36,0.55,0.11,stairs
19760,3.53,-1.34,8.99,0.39,0.58,0.10,stairs
19780,3.58,-1.03,9.04,0.39,0.63,0.08,stairs
19800,3.07,-1.11,9.05,0.34,0.71,0.08,stairs
19820,3.03,-1.57,9.97,0.30,0.53,0.10,stairs
19840,3.05,-1.67,9.77,0.35,0.40,0.10,stairs
19860,3.39,-1.48,10.04,0.41,0.28,0.06,stairs
19880,3.80,-1.19,9.63,0.40,0.29,-0.01,stairs
19900,3.70,-1.13,9.92,0.26,0.39,-0.09,stairs
19920,3.39,-1.42,10.55,0.20,0.44,-0.16,stairs
19940,3.01,-1.18,10.87,0.30,0.46,-0.18,stairs
19960,2.63,-0.78,11.07,0.31,0.49,-0.13,stairs
19980,2.36,-0.89,10.65,0.26,0.51,-0.05,stairs
20000,2.43,-0.98,10.12,0.23,0.49,0.03,stairs
20020,2.56,-0.97,9.97,0.21,0.46,0.08,stairs
20040,2.61,-0.93,10.56,0.26,0.42,0.10,stairs
20060,2.47,-0.72,11.05,0.33,0.34,0.12,stairs
20080,2.72,-0.37,10.86,0.30,0.34,0.10,stairs
20100,2.54,-0.35,10.84,0.23,0.42,0.09,stairs
20120,2.29,-0.45,10.43,0.17,0.40,0.09,stairs
20140,1.78,-0.79,10.76,0.18,0.35,0.09,stairs
20160,2.05,-0.41,10.46,0.15,0.22,0.08,stairs
20180,2.12,-0.29,10.02,0.12,0.22,0.04,stairs
20200,1.99,-0.24,10.26,0.11,0.19,0.06,stairs
20220,1.74,-0.23,10.69,0.15,0.14,0.08,stairs
20240,1.71,-0.08,10.77,0.18,0.07,0.08,stairs
20260,1.91,0.15,10.75,0.18,0.02,0.08,stairs
20280,1.99,0.11,10.79,0.17,-0.01,0.08,stairs
20300,1.98,0.02,10.77,0.18,-0.01,0.06,stairs
20320,1.88,0.08,10.78,0.24,-0.00,0.04,stairs
20340,1.83,0.31,10.78,0.29,0.01,0.05,stairs
20360,1.74,0.44,11.10,0.29,0.00,0.06,stairs
20380,1.93,0.48,10.87,0.26,0.04,0.05,stairs
20400,2.02,0.69,10.32,0.27,0.11,0.02,stairs
20420,1.61,0.31,10.17,0.30,0.13,0.07,stairs
20440,1.46,0.56,10.17,0.27,0.10,0.07,stairs
20460,1.75,0.82,10.37,0.26,0.08,0.07,stairs
20480,1.90,1.07,10.35,0.29,0.07,0.07,stairs
20500,1.76,1.17,10.14,0.30,0.07,0.10,stairs
20520,1.21,0.87,10.02,0.26,0.07,0.06,stairs
20540,1.27,1.19,10.31,0.22,0.05,0.03,stairs
20560,1.26,1.08,10.39,0.24,0.04,0.04,stairs
20580,1.24,1.22,10.18,0.24,0.03,-0.06,stairs
20600,1.21,1.28,10.07,0.21,0.04,-0.07,stairs
20620,1.23,1.28,10.24,0.19,0.02,-0.07,stairs
20640,1.29,1.28,10.20,0.22,0.01,-0.06,stairs
20660,1.30,1.30,10.14,0.21,0.02,-0.07,stairs
20680,1.30,1.26,10.20,0.21,0.02,-0.07,stairs
20700,1.19,1.29,10.18,0.21,-0.01,-0.04,stairs
20720,1.38,1.24,10.31,0.14,0.03,-0.03,stairs
20740,1.59,1.07,10.56,0.14,0.08,-0.04,stairs
20760,1.51,1.04,10.35,0.21,0.06,-0.06,stairs
20780,1.17,1.04,10.14,0.27,-0.00,-0.06,stairs
20800,1.03,0.91,10.01,0.23,-0.03,-0.03,stairs
20820,1.17,0.71,10.17,0.19,-0.03,-0.01,stairs
20840,1.28,0.60,9.97,0.21,-0.05,-0.01,stairs
20860,1.27,0.57,9.66,0.22,-0.07,0.00,stairs
20880,1.49,0.65,9.82,0.18,-0.05,0.02,stairs
20900,1.98,1.26,10.40,0.13,-0.00,0.05,stairs
20920,1.72,0.74,10.41,0.11,-0.03,0.19,stairs
20940,1.79,0.67,10.30,0.09,0.06,0.12,stairs
20960,1.38,0.40,10.58,0.11,0.04,-0.03,stairs
20980,1.66,0.79,11.09,0.16,0.03,-0.08,stairs
21000,1.67,1.00,11.64,0.24,-0.01,-0.08,stairs
21020,1.87,1.34,11.86,0.28,-0.02,-0.10,stairs
21040,1.75,1.28,11.64,0.32,-0.05,-0.13,stairs
21060,1.59,1.16,11.45,0.34,-0.04,-0.19,stairs
21080,1.78,1.32,11.95,0.39,-0.02,-0.21,stairs
21100,1.74,1.49,11.93,0.49,-0.04,-0.22,stairs
21120,1.54,1.81,11.07,0.51,0.01,-0.24,stairs
21140,1.10,1.64,10.38,0.39,0.09,-0.21,stairs
21160,0.85,1.33,9.98,0.27,0.10,-0.15,stairs
21180,0.92,1.27,10.07,0.25,0.06,-0.11,stairs
21200,1.12,1.51,10.24,0.26,0.01,-0.10,stairs
21220,1.30,1.67,9.99,0.18,0.03,-0.10,stairs
21240,1.37,1.55,9.64,0.03,0.10,-0.09,stairs
21260,1.22,1.07,9.74,-0.05,0.13,-0.05,stairs
21280,1.15,1.07,9.90,-0.08,0.13,-0.09,stairs
21300,1.04,1.08,9.84,-0.07,0.13,-0.08,stairs
21320,1.01,1.10,9.59,-0.09,0.13,-0.05,stairs
21340,1.09,1.09,9.50,-0.14,0.12,-0.01,stairs
21360,1.29,1.12,9.90,-0.18,0.14,0.01,stairs
21380,1.33,1.18,10.58,-0.14,0.15,0.01,stairs
21400,1.41,1.48,10.93,-0.03,0.13,0.02,stairs
21420,1.52,1.77,10.62,0.03,0.09,0.06,stairs
21440,0.94,1.48,10.48,0.01,0.08,0.02,stairs
21460,0.97,1.49,10.46,0.03,0.02,-0.04,stairs
21480,0.81,1.42,9.97,0.06,0.01,-0.04,stairs
21500,0.69,1.46,9.69,0.07,-0.01,-0.02,stairs
21520,0.82,1.70,9.92,0.05,-0.02,0.01,stairs
21540,1.07,1.89,10.12,0.01,-0.02,0.04,stairs
21560,1.20,1.92,10.20,-0.03,-0.00,0.03,stairs
21580,1.14,1.80,10.13,-0.07,0.01,0.01,stairs
21600,1.07,1.65,10.31,-0.08,-0.00,-0.02,stairs
21620,1.00,1.51,10.46,-0.05,-0.06,-0.10,stairs
21640,0.92,1.45,10.23,-0.02,-0.09,-0.24,stairs
21660,0.62,1.28,10.09,-0.02,-0.07,-0.42,stairs
21680,0.23,1.27,9.98,-0.03,0.02,-0.63,stairs
21700,0.11,1.53,10.02,-0.09,0.02,-0.82,stairs
21720,0.11,1.64,10.09,-0.08,-0.01,-0.89,stairs
21740,1.01,1.65,10.19,-0.03,-0.02,-0.76,stairs
21760,1.32,1.31,9.94,-0.03,0.02,-0.33,stairs
21780,0.94,1.16,10.09,-0.08,0.03,0.03,stairs
21800,1.02,1.21,10.46,-0.11,0.04,0.10,stairs
21820,1.36,1.06,10.42,-0.12,0.06,-0.10,stairs
21840,1.11,1.20,10.20,-0.14,0.10,-0.16,stairs
21860,1.00,1.18,10.09,-0.18,0.13,-0.17,stairs
21880,0.87,1.12,10.14,-0.20,0.15,-0.12,stairs
21900,0.83,0.96,10.06,-0.23,0.17,-0.11,stairs
21920,0.73,0.92,10.06,-0.26,0.20,-0.11,stairs
21940,0.54,0.73,10.16,-0.27,0.19,-0.09,stairs
21960,0.50,0.63,10.27,-0.22,0.15,-0.07,stairs
21980,0.55,0.58,10.23,-0.17,0.11,-0.06,stairs
22000,0.57,0.57,10.24,-0.14,0.08,-0.06,stairs
22020,0.56,0.42,10.13,-0.14,0.05,-0.07,stairs
22040,0.44,0.17,9.92,-0.13,-0.00,-0.09,stairs
22060,0.24,-0.15,10.04,-0.08,-0.08,-0.18,stairs
22080,0.31,-0.15,10.01,0.00,-0.15,-0.31,stairs
22100,0.47,0.09,10.03,0.06,-0.16,-0.40,stairs
22120,0.55,0.38,9.96,0.04,-0.19,-0.29,stairs
22140,0.54,0.24,9.72,-0.02,-0.18,-0.12,stairs
22160,0.46,-0.09,9.59,-0.07,-0.15,-0.06,stairs
22180,0.48,-0.16,9.80,-0.03,-0.17,-0.05,stairs
22200,0.45,-0.17,9.80,0.04,-0.19,-0.05,stairs
22220,0.40,-0.01,9.71,0.05,-0.20,-0.05,stairs
22240,0.47,0.06,9.76,-0.02,-0.16,-0.05,stairs
22260,0.46,-0.13,10.17,-0.07,-0.17,-0.05,stairs
22280,0.61,-0.20,10.43,-0.07,-0.15,-0.05,stairs
22300,0.59,-0.12,10.83,0.02,-0.14,-0.06,stairs
22320,0.84,0.35,11.18,0.10,-0.16,-0.04,stairs
22340,0.92,0.42,11.20,0.12,-0.16,-0.03,stairs
22360,1.00,0.33,10.94,0.10,-0.13,-0.01,stairs
22380,1.18,0.23,11.21,0.09,-0.13,0.01,stairs
22400,1.33,0.51,11.77,0.13,-0.13,0.02,stairs
22420,1.53,0.99,11.96,0.18,-0.10,0.04,stairs
22440,1.51,1.34,12.12,0.11,-0.03,0.12,stairs
22460,1.72,0.99,12.25,0.04,-0.01,0.17,stairs
22480,1.94,0.86,12.41,0.09,-0.05,0.20,stairs
22500,1.98,1.05,12.43,0.20,-0.09,0.16,stairs
22520,2.04,1.54,12.75,0.22,-0.12,0.13,stairs
22540,2.08,1.77,12.71,0.18,-0.13,0.06,stairs
22560,1.86,1.53,12.23,0.20,-0.15,0.03,stairs
22580,1.76,1.32,11.72,0.30,-0.21,0.01,stairs
22600,1.74,1.55,11.04,0.36,-0.26,-0.00,stairs
22620,1.74,1.61,10.69,0.29,-0.29,0.00,stairs
22640,1.89,1.46,10.53,0.22,-0.31,0.00,stairs
22660,1.96,1.30,10.38,0.24,-0.31,-0.02,stairs
22680,2.05,1.53,10.05,0.26,-0.31,-0.03,stairs
22700,2.04,1.60,10.14,0.17,-0.28,-0.01,stairs
22720,2.14,1.54,10.46,0.07,-0.29,0.02,stairs
22740,2.26,1.51,10.49,0.09,-0.32,0.06,stairs
22760,2.36,1.72,10.14,0.13,-0.35,0.11,stairs
22780,2.54,2.02,10.12,0.09,-0.32,0.16,stairs
22800,2.63,1.96,10.07,0.01,-0.27,0.18,stairs
22820,2.44,1.53,9.84,-0.02,-0.21,0.20,stairs
22840,2.45,1.65,9.74,-0.03,-0.16,0.23,stairs
22860,2.42,1.63,9.62,-0.08,-0.13,0.27,stairs
22880,2.51,1.45,9.37,-0.16,-0.09,0.31,stairs
22900,2.59,1.27,9.33,-0.19,-0.03,0.33,stairs
22920,2.57,1.08,9.40,-0.14,-0.01,0.34,stairs
22940,2.60,1.18,9.41,-0.09,-0.01,0.34,stairs
22960,2.53,1.19,9.19,-0.12,0.04,0.35,stairs
22980,2.52,1.02,9.03,-0.21,0.10,0.34,stairs
23000,2.41,0.69,9.11,-0.25,0.13,0.34,stairs
23020,2.35,0.47,9.22,-0.17,0.12,0.34,stairs
23040,2.32,0.54,9.18,-0.05,0.11,0.34,stairs
23060,2.39,0.71,9.07,-0.06,0.14,0.34,stairs
23080,2.47,0.71,9.10,-0.16,0.17,0.34,stairs
23100,2.47,0.45,9.28,-0.22,0.19,0.34,stairs
23120,2.34,0.22,9.38,-0.15,0.16,0.33,stairs
23140,2.20,0.27,9.38,-0.02,0.10,0.32,stairs
23160,2.31,0.52,9.51,0.02,0.04,0.33,stairs
23180,2.37,0.55,9.62,-0.01,0.03,0.32,stairs
23200,2.41,0.45,9.77,-0.04,0.04,0.30,stairs
23220,2.36,0.30,9.98,0.01,0.04,0.27,stairs
23240,2.34,0.17,9.96,0.09,0.02,0.23,stairs
23260,2.34,0.15,9.62,0.12,0.04,0.21,stairs
23280,2.29,0.17,9.54,0.10,0.07,0.19,stairs
23300,2.21,0.14,9.62,0.06,0.10,0.16,stairs
23320,2.08,0.10,9.72,0.05,0.13,0.12,stairs
23340,2.00,0.07,9.76,0.07,0.14,0.09,stairs
23360,1.82,-0.06,9.61,0.10,0.14,0.09,stairs
23380,1.76,-0.01,9.64,0.14,0.12,0.09,stairs
