timestamp_ms,ax,ay,az,gx,gy,gz,label
16100,1.61,-0.35,10.57,0.02,0.03,-0.13,stairs
16120,1.45,-0.50,10.98,-0.02,0.07,-0.15,stairs
16140,1.24,-0.56,10.92,0.05,0.06,-0.17,stairs
16160,0.81,-0.63,10.10,0.08,0.06,-0.16,stairs
16180,0.56,-0.79,10.03,0.04,0.08,-0.10,stairs
16200,0.80,-0.81,10.36,0.09,0.03,-0.06,stairs
16220,1.46,-0.20,10.16,0.13,-0.00,-0.09,stairs
16240,1.23,-0.29,9.83,0.03,0.07,-0.14,stairs
16260,0.86,-0.62,10.33,-0.03,0.09,-0.14,stairs
16280,1.02,-0.59,10.61,0.05,0.04,-0.14,stairs
16300,1.19,-0.21,10.27,0.11,0.03,-0.17,stairs
16320,1.03,-0.36,10.28,0.02,0.07,-0.17,stairs
16340,0.77,-0.84,10.71,-0.01,0.06,-0.14,stairs
16360,1.12,-0.59,10.81,0.10,-0.03,-0.12,stairs
16380,1.42,-0.06,10.07,0.14,-0.07,-0.13,stairs
16400,1.13,-0.21,10.03,0.05,-0.06,-0.11,stairs
16420,0.96,-0.60,10.60,0.04,-0.11,-0.06,stairs
16440,1.40,-0.33,10.41,0.13,-0.21,-0.03,stairs
16460,1.58,0.04,9.68,0.14,-0.24,-0.04,stairs
16480,1.65,-0.17,9.99,0.04,-0.20,-0.00,stairs
16500,1.58,-0.66,10.85,0.07,-0.23,0.03,stairs
16520,2.04,-0.21,10.58,0.18,-0.29,0.03,stairs
16540,1.95,0.10,9.83,0.13,-0.27,0.03,stairs
16560,1.72,-0.26,10.22,-0.00,-0.21,0.07,stairs
16580,1.60,-0.85,10.89,0.06,-0.21,0.12,stairs
16600,1.84,-0.43,10.92,0.22,-0.22,0.15,stairs
16620,1.62,0.11,10.46,0.20,-0.16,0.19,stairs
16640,1.49,0.16,10.59,0.03,0.00,0.26,stairs
16660,1.53,-0.30,10.79,0.00,0.08,0.30,stairs
16680,1.84,-0.33,10.50,0.15,0.14,0.29,stairs
16700,1.76,-0.11,9.92,0.18,0.21,0.25,stairs
16720,1.68,-0.00,9.96,0.10,0.31,0.24,stairs
16740,1.26,-0.18,10.60,0.06,0.34,0.22,stairs
16760,1.02,-0.42,10.63,0.13,0.35,0.21,stairs
16780,0.92,-0.22,10.05,0.15,0.38,0.22,stairs
16800,0.86,-0.34,9.78,0.06,0.45,0.24,stairs
16820,0.60,-0.77,10.47,0.05,0.43,0.25,stairs
16840,1.00,-0.63,10.55,0.17,0.36,0.23,stairs
16860,1.26,-0.15,10.21,0.25,0.39,0.16,stairs
16880,0.96,-0.19,9.97,0.22,0.48,0.11,stairs
16900,0.64,-0.77,10.42,0.23,0.52,0.06,stairs
16920,0.77,-0.87,11.74,0.63,-0.26,-0.05,stairs
16940,0.94,0.49,8.38,0.37,-0.36,0.04,stairs
16960,0.82,0.97,9.84,-0.17,-0.23,-0.16,stairs
16980,0.40,-0.35,10.91,-0.15,-0.15,-0.17,stairs
17000,0.46,-0.26,11.41,0.29,-0.16,-0.14,stairs
17020,1.03,0.56,11.01,0.49,-0.11,-0.11,stairs
17040,1.06,1.12,10.83,0.28,0.03,-0.28,stairs
17060,0.82,1.01,11.04,0.00,0.25,-0.34,stairs
17080,0.61,0.39,11.06,-0.11,0.23,-0.26,stairs
17100,0.60,0.16,11.11,-0.01,0.15,-0.17,stairs
17120,0.75,0.28,10.69,0.14,0.03,-0.13,stairs
17140,0.97,0.22,10.49,0.16,-0.00,-0.14,stairs
17160,1.15,0.18,10.30,0.14,-0.03,-0.21,stairs
17180,0.99,-0.00,10.00,0.15,-0.03,-0.25,stairs
17200,1.07,-0.14,9.90,0.17,-0.05,-0.19,stairs
