timestamp_ms,ax,ay,az,gx,gy,gz,label
775980,1.07,0.07,10.72,0.04,0.01,-0.01,stairs
776000,0.83,-0.17,10.80,0.08,0.02,-0.02,stairs
776020,0.49,-0.15,10.51,0.12,-0.01,-0.02,stairs
776040,0.63,0.16,10.42,0.10,-0.00,-0.01,stairs
776060,0.73,0.09,10.47,0.07,0.05,-0.01,stairs
776080,0.78,0.05,10.43,0.08,0.06,-0.03,stairs
776100,0.72,0.20,10.40,0.06,0.07,-0.05,stairs
776120,0.83,0.30,10.63,0.02,0.09,-0.06,stairs
776140,0.75,0.11,10.63,0.00,0.12,-0.07,stairs
776160,0.68,0.01,10.47,0.02,0.13,-0.07,stairs
776180,0.57,0.01,10.22,0.03,0.11,-0.06,stairs
776200,0.58,-0.01,10.41,0.02,0.07,-0.03,stairs
776220,0.73,0.03,10.41,0.03,0.04,-0.02,stairs
776240,0.66,0.00,10.51,0.09,0.01,-0.01,stairs
776260,0.89,0.24,10.44,0.11,0.01,0.01,stairs
776280,1.05,0.42,10.28,0.07,0.03,0.01,stairs
776300,1.01,0.24,10.29,0.04,0.04,0.01,stairs
776320,0.94,-0.02,10.33,0.10,0.04,0.01,stairs
776340,0.78,0.05,10.33,0.16,0.02,0.04,stairs
776360,0.72,0.18,10.11,0.13,-0.02,0.09,stairs
776380,1.11,0.14,10.07,0.07,-0.01,0.14,stairs
776400,1.39,0.04,10.48,0.09,0.01,0.15,stairs
776420,1.02,0.02,10.50,0.16,-0.02,0.15,stairs
776440,0.76,0.23,10.33,0.15,-0.05,0.20,stairs
776460,0.97,0.43,10.61,0.08,0.02,0.26,stairs
776480,1.09,0.53,11.16,0.10,0.08,0.27,stairs
776500,0.67,0.67,11.03,0.15,0.15,0.25,stairs
776520,0.28,0.70,10.85,0.14,0.21,0.27,stairs
776540,0.30,0.40,10.47,0.10,0.29,0.28,stairs
776560,0.37,0.05,10.23,0.11,0.35,0.27,stairs
776580,0.44,-0.02,9.99,0.15,0.34,0.21,stairs
776600,0.19,0.06,9.97,0.11,0.33,0.16,stairs
776620,-0.06,0.15,10.22,0.07,0.32,0.11,stairs
776640,-0.33,0.04,10.32,0.07,0.31,0.08,stairs
776660,-0.32,0.17,10.28,0.12,0.34,0.05,stairs
776680,-0.29,0.44,10.77,0.14,0.40,0.03,stairs
776700,-0.32,0.37,10.44,0.08,0.48,-0.02,stairs
776720,-0.27,0.06,10.50,0.31,0.19,-0.11,stairs
776740,-0.26,0.60,8.48,0.50,-0.04,-0.21,stairs
776760,-0.48,0.68,9.82,0.34,-0.23,-0.43,stairs
776780,-0.35,0.98,10.01,0.14,-0.34,-0.47,stairs
776800,-0.10,1.20,10.25,0.14,-0.38,-0.43,stairs
776820,0.01,1.13,9.91,0.22,-0.40,-0.36,stairs
776840,0.31,0.95,9.84,0.25,-0.44,-0.33,stairs
776860,0.71,1.02,10.69,0.17,-0.41,-0.35,stairs
776880,1.12,1.33,11.33,0.08,-0.36,-0.38,stairs
776900,0.96,1.24,11.53,-0.05,-0.19,-0.38,stairs
776920,0.18,0.60,11.68,-0.17,-0.08,-0.41,stairs
776940,-0.09,0.30,11.72,-0.16,-0.07,-0.40,stairs
776960,-0.18,0.30,11.46,-0.12,-0.07,-0.43,stairs
776980,0.17,0.57,11.35,-0.11,-0.03,-0.51,stairs
777000,0.19,0.70,11.06,-0.13,-0.00,-0.42,stairs
777020,0.05,0.57,10.99,-0.21,0.04,-0.32,stairs
777040,-0.26,0.25,11.18,-0.15,0.00,-0.30,stairs
777060,0.29,0.63,10.77,-0.06,-0.06,-0.40,stairs
777080,0.71,0.79,10.12,-0.07,-0.01,-0.52,stairs
777100,1.08,1.15,10.10,-0.22,0.09,-0.35,stairs
777120,0.93,0.69,10.40,-0.27,0.03,-0.16,stairs
777140,0.66,0.33,10.28,-0.16,-0.03,-0.13,stairs
777160,0.54,0.46,10.15,-0.07,-0.06,-0.22,stairs
777180,0.78,0.54,9.99,-0.08,-0.08,-0.22,stairs
777200,0.78,0.34,10.05,-0.14,-0.10,-0.19,stairs
777220,0.67,0.13,10.03,-0.16,-0.08,-0.22,stairs
777240,0.47,0.25,10.13,-0.14,-0.07,-0.26,stairs
777260,0.76,0.23,10.14,-0.12,-0.05,-0.24,stairs
777280,0.72,0.06,10.19,-0.14,-0.00,-0.17,stairs
777300,0.40,-0.33,10.34,-0.05,-0.18,-0.18,stairs
777320,0.45,-0.08,10.12,0.09,-0.38,-0.30,stairs
777340,0.91,0.23,10.06,0.10,-0.32,-0.46,stairs
777360,1.16,0.44,10.24,0.08,-0.20,-0.39,stairs
777380,1.11,0.29,10.36,0.05,-0.10,-0.22,stairs
777400,0.96,0.17,10.30,0.11,-0.19,-0.12,stairs
777420,0.69,-0.10,10.20,0.08,-0.15,-0.19,stairs
777440,0.88,0.45,10.35,0.08,-0.10,-0.28,stairs
777460,0.63,0.30,10.44,0.03,-0.06,-0.23,stairs
777480,0.31,-0.07,10.63,0.11,-0.25,-0.28,stairs
777500,0.76,0.31,10.44,0.09,-0.13,-0.36,stairs
777520,0.62,0.36,10.55,0.01,0.12,-0.43,stairs
777540,0.91,0.72,10.63,0.04,0.08,-0.27,stairs
777560,1.14,0.87,10.43,-0.02,0.20,-0.02,stairs
777580,0.93,0.49,10.43,-0.12,0.30,0.07,stairs
777600,0.77,0.25,10.51,-0.11,0.30,0.05,stairs
777620,0.54,0.09,10.48,0.04,0.11,-0.00,stairs
777640,0.58,0.23,10.30,0.16,-0.07,-0.08,stairs
777660,0.63,0.22,9.93,0.10,-0.02,-0.15,stairs
777680,0.66,0.17,9.91,0.03,0.07,-0.11,stairs
777700,0.47,0.05,10.16,0.03,0.07,-0.05,stairs
777720,0.62,0.15,10.20,0.10,0.02,-0.06,stairs
777740,0.70,0.41,10.18,0.11,0.12,-0.06,stairs
777760,0.41,0.45,10.29,0.07,0.12,0.02,stairs
777780,0.48,0.11,10.27,0.09,-0.05,0.10,stairs
777800,0.68,-0.04,10.25,0.18,-0.09,0.01,stairs
777820,0.74,0.27,10.35,0.24,-0.04,-0.10,stairs
777840,0.51,0.50,10.19,0.22,0.01,-0.09,stairs
777860,0.42,0.26,10.18,0.14,-0.00,-0.01,stairs
777880,0.49,-0.01,10.44,0.15,-0.04,-0.04,stairs
777900,0.54,0.25,10.51,0.21,-0.07,-0.12,stairs
777920,0.49,0.45,10.38,0.16,0.01,-0.12,stairs
777940,0.39,0.12,10.42,0.07,0.03,-0.10,stairs
777960,0.35,-0.06,10.58,0.15,-0.12,-0.09,stairs
777980,0.42,-0.00,10.51,0.17,-0.09,-0.09,stairs
778000,0.36,0.06,10.73,0.11,-0.01,-0.17,stairs
778020,0.56,0.74,10.94,0.04,0.12,-0.13,stairs
778040,0.40,0.36,10.92,0.02,0.14,-0.01,stairs
778060,0.45,0.30,10.81,0.10,0.03,0.01,stairs
