timestamp_ms,mac,rssi,location
etimestamp,mac,rssi,bijuOffice
170018,00:A3:8E:4E:29:A1,-81,dlt8
170018,70:EA:1A:22:A9:41,-81,dlt8
170018,40:01:7A:AF:D3:62,-81,dlt8
170018,70:EA:1A:22:9F:21,-84,dlt8
170018,40:01:7A:01:B8:82,-85,dlt8
170018,40:01:7A:B1:00:42,-86,dlt8
174842,70:EA:1A:22:8F:E1,-58,dlt8
174842,08:4F:A9:10:4B:81,-63,dlt8
174842,08:4F:A9:2D:8A:41,-71,dlt8
174842,08:4F:A9:2D:8A:A1,-71,dlt8
174842,70:EA:1A:22:A9:A1,-75,dlt8
174842,70:EA:1A:22:A9:41,-75,dlt8
174842,08:4F:A9:39:68:21,-80,dlt8
174842,40:01:7A:AF:D3:62,-81,dlt8
174842,70:EA:1A:22:9F:21,-82,dlt8
174842,40:01:7A:B1:00:42,-83,dlt8
174842,00:A3:8E:4E:29:A1,-84,dlt8
174842,40:01:7A:01:B8:82,-85,dlt8
174842,70:EA:1A:22:A5:A1,-85,dlt8
179666,08:4F:A9:2D:8A:A1,-61,dlt8
179666,70:EA:1A:22:8F:E1,-62,dlt8
179666,08:4F:A9:10:4B:81,-67,dlt8
179666,70:EA:1A:22:A9:A1,-70,dlt8
179666,70:EA:1A:22:A9:41,-77,dlt8
179666,08:4F:A9:2D:8A:41,-78,dlt8
179666,08:4F:A9:39:68:21,-78,dlt8
179666,00:A3:8E:4E:29:A1,-79,dlt8
179666,70:EA:1A:22:9F:21,-80,dlt8
179666,40:01:7A:AF:D3:62,-82,dlt8
179666,70:EA:1A:22:96:A1,-83,dlt8
179666,40:01:7A:B1:00:42,-86,dlt8
179666,40:01:7A:01:B8:82,-88,dlt8
179666,70:EA:1A:22:A5:A1,-88,dlt8
184500,70:EA:1A:22:8F:E1,-55,dlt8
184500,08:4F:A9:2D:8A:A1,-62,dlt8
184500,70:EA:1A:22:A9:A1,-66,dlt8
184500,08:4F:A9:10:4B:81,-66,dlt8
184500,08:4F:A9:2D:8A:41,-69,dlt8
184500,70:EA:1A:22:9F:21,-79,dlt8
184500,70:EA:1A:22:A9:41,-80,dlt8
184500,08:4F:A9:39:68:21,-80,dlt8
184500,40:01:7A:01:B8:82,-83,dlt8
184500,40:01:7A:B1:00:42,-85,dlt8
184500,70:EA:1A:22:96:A1,-86,dlt8
184500,40:01:7A:AF:D3:62,-86,dlt8
184500,70:EA:1A:22:A5:A1,-88,dlt8
184500,00:A3:8E:4E:29:A1,-89,dlt8
184500,08:4F:A9:30:00:01,-89,dlt8
189334,08:4F:A9:10:4B:81,-56,dlt8
189334,70:EA:1A:22:8F:E1,-62,dlt8
189334,70:EA:1A:22:A9:A1,-71,dlt8
189334,08:4F:A9:2D:8A:A1,-71,dlt8
189334,70:EA:1A:22:9F:21,-72,dlt8
189334,70:EA:1A:22:A9:41,-75,dlt8
189334,00:A3:8E:4E:29:A1,-77,dlt8
189334,08:4F:A9:39:68:21,-78,dlt8
189334,08:4F:A9:2D:8A:41,-80,dlt8
189334,40:01:7A:AF:D3:62,-84,dlt8
189334,40:01:7A:B1:00:42,-86,dlt8
189334,70:EA:1A:22:A5:A1,-86,dlt8
194158,08:4F:A9:10:4B:81,-56,dlt8
194158,70:EA:1A:22:8F:E1,-59,dlt8
194158,08:4F:A9:2D:8A:A1,-69,dlt8
194158,08:4F:A9:2D:8A:41,-73,dlt8
194158,70:EA:1A:22:A9:A1,-77,dlt8
194158,70:EA:1A:22:A9:41,-81,dlt8
194158,70:EA:1A:22:9F:21,-81,dlt8
194158,40:01:7A:B1:00:42,-83,dlt8
194158,40:01:7A:AF:D3:62,-83,dlt8
194158,70:EA:1A:22:A5:A1,-84,dlt8
194158,08:4F:A9:39:68:21,-85,dlt8
194158,00:A3:8E:4E:29:A1,-86,dlt8
194158,70:EA:1A:22:96:A1,-89,dlt8
194158,40:01:7A:01:B3:82,-90,dlt8
198992,08:4F:A9:10:4B:81,-62,dlt8
198992,70:EA:1A:22:8F:E1,-63,dlt8
198992,70:EA:1A:22:A9:A1,-67,dlt8
198992,08:4F:A9:2D:8A:A1,-67,dlt8
198992,70:EA:1A:22:9F:21,-73,dlt8
198992,08:4F:A9:2D:8A:41,-78,dlt8
198992,70:EA:1A:22:A9:41,-79,dlt8
198992,00:A3:8E:4E:29:A1,-82,dlt8
198992,40:01:7A:B1:00:42,-83,dlt8
198992,08:4F:A9:39:68:21,-84,dlt8
198992,40:01:7A:AF:D3:62,-85,dlt8
198992,70:EA:1A:22:96:A1,-86,dlt8
198992,40:01:7A:01:B8:82,-88,dlt8
198992,70:EA:1A:22:A5:A1,-88,dlt8
203826,08:4F:A9:10:4B:81,-59,dlt8
203826,70:EA:1A:22:8F:E1,-62,dlt8
203826,08:4F:A9:2D:8A:A1,-64,dlt8
203826,70:EA:1A:22:A9:A1,-68,dlt8
203826,70:EA:1A:22:9F:21,-74,dlt8
203826,08:4F:A9:39:68:21,-75,dlt8
203826,08:4F:A9:2D:8A:41,-78,dlt8
203826,70:EA:1A:22:A9:41,-78,dlt8
203826,40:01:7A:AF:D3:62,-81,dlt8
203826,00:A3:8E:4E:29:A1,-82,dlt8
203826,40:01:7A:01:B8:82,-85,dlt8
203826,40:01:7A:B1:00:42,-88,dlt8
208650,08:4F:A9:10:4B:81,-57,dlt8
208650,70:EA:1A:22:8F:E1,-59,dlt8
208650,70:EA:1A:22:A9:A1,-62,dlt8
208650,08:4F:A9:2D:8A:41,-70,dlt8
208650,08:4F:A9:2D:8A:A1,-72,dlt8
208650,08:4F:A9:39:68:21,-78,dlt8
208650,70:EA:1A:22:A9:41,-80,dlt8
208650,70:EA:1A:22:9F:21,-81,dlt8
208650,00:A3:8E:4E:29:A1,-82,dlt8
208650,40:01:7A:AF:D3:62,-82,dlt8
208650,40:01:7A:B1:00:42,-84,dlt8
208650,40:01:7A:01:B8:82,-86,dlt8
208650,70:EA:1A:22:96:A1,-87,dlt8
213474,08:4F:A9:10:4B:81,-56,dlt8
213474,08:4F:A9:2D:8A:A1,-62,dlt8
213474,70:EA:1A:22:A9:A1,-65,dlt8
213474,08:4F:A9:2D:8A:41,-70,dlt8
213474,70:EA:1A:22:8F:E1,-71,dlt8
213474,70:EA:1A:22:A9:41,-79,dlt8
213474,00:A3:8E:4E:29:A1,-82,dlt8
213474,40:01:7A:01:B8:82,-82,dlt8
213474,40:01:7A:B1:00:42,-83,dlt8
213474,70:EA:1A:22:9F:21,-83,dlt8
213474,40:01:7A:AF:D3:62,-83,dlt8
213474,08:4F:A9:39:68:21,-85,dlt8
213474,70:EA:1A:22:A5:A1,-89,dlt8
218298,70:EA:1A:22:8F:E1,-57,dlt8
218298,08:4F:A9:10:4B:81,-66,dlt8
218298,08:4F:A9:2D:8A:41,-72,dlt8
218298,70:EA:1A:22:A9:A1,-73,dlt8
218298,08:4F:A9:2D:8A:A1,-75,dlt8
218298,70:EA:1A:22:A9:41,-77,dlt8
218298,40:01:7A:01:B8:82,-81,dlt8
218298,40:01:7A:B1:00:42,-83,dlt8
218298,70:EA:1A:22:9F:21,-83,dlt8
218298,00:A3:8E:4E:29:A1,-84,dlt8
218298,08:4F:A9:39:68:21,-84,dlt8
218298,70:EA:1A:22:96:A1,-85,dlt8
218298,40:01:7A:AF:D3:62,-86,dlt8
218298,40:01:7A:01:B3:82,-87,dlt8
223132,08:4F:A9:2D:8A:A1,-69,dlt8
223132,70:EA:1A:22:8F:E1,-71,dlt8
223132,08:4F:A9:10:4B:81,-71,dlt8
223132,40:01:7A:B1:00:42,-75,dlt8
223132,08:4F:A9:2D:8A:41,-76,dlt8
223132,08:4F:A9:39:68:21,-76,dlt8
223132,70:EA:1A:22:9F:21,-78,dlt8
223132,70:EA:1A:22:A9:41,-79,dlt8
223132,70:EA:1A:22:A9:A1,-83,dlt8
223132,40:01:7A:01:B8:82,-83,dlt8
223132,00:A3:8E:4E:29:A1,-85,dlt8
223132,40:01:7A:01:B3:82,-88,dlt8
223132,40:01:7A:AF:D3:62,-90,dlt8
227956,70:EA:1A:22:8F:E1,-65,dlt8
227956,08:4F:A9:2D:8A:A1,-65,dlt8
227956,08:4F:A9:10:4B:81,-65,dlt8
227956,08:4F:A9:2D:8A:41,-67,dlt8
227956,40:01:7A:B1:00:42,-75,dlt8
227956,70:EA:1A:22:A9:41,-75,dlt8
227956,70:EA:1A:22:9F:21,-75,dlt8
227956,70:EA:1A:22:A9:A1,-79,dlt8
227956,08:4F:A9:39:68:21,-79,dlt8
227956,00:A3:8E:4E:29:A1,-82,dlt8
227956,40:01:7A:01:B8:82,-82,dlt8
227956,00:A3:8E:65:48:01,-87,dlt8
227956,40:01:7A:AF:D3:62,-87,dlt8
227956,40:01:7A:01:B3:82,-87,dlt8
227956,40:01:7A:C6:A5:62,-87,dlt8
232991,08:4F:A9:10:4B:81,-61,dlt8
232991,70:EA:1A:22:8F:E1,-66,dlt8
232991,08:4F:A9:2D:8A:A1,-69,dlt8
232991,08:4F:A9:2D:8A:41,-72,dlt8
232991,70:EA:1A:22:9F:21,-73,dlt8
232991,08:4F:A9:39:68:21,-74,dlt8
232991,70:EA:1A:22:A9:41,-75,dlt8
232991,40:01:7A:B1:00:42,-76,dlt8
232991,70:EA:1A:22:A9:A1,-82,dlt8
232991,40:01:7A:01:B8:82,-83,dlt8
232991,00:A3:8E:4E:29:A1,-84,dlt8
232991,40:01:7A:C6:A5:62,-88,dlt8
232991,08:4F:A9:30:00:01,-89,dlt8
237814,08:4F:A9:2D:8A:41,-65,dlt8
237814,08:4F:A9:10:4B:81,-65,dlt8
237814,70:EA:1A:22:8F:E1,-67,dlt8
237814,08:4F:A9:2D:8A:A1,-67,dlt8
237814,70:EA:1A:22:9F:21,-77,dlt8
237814,70:EA:1A:22:A9:A1,-79,dlt8
237814,70:EA:1A:22:A9:41,-79,dlt8
237814,08:4F:A9:39:68:21,-79,dlt8
237814,40:01:7A:B1:00:42,-80,dlt8
237814,40:01:7A:01:B8:82,-85,dlt8
237814,40:01:7A:C6:A5:62,-86,dlt8
237814,70:EA:1A:22:96:A1,-87,dlt8
237814,00:A3:8E:4E:29:A1,-87,dlt8
242638,08:4F:A9:10:4B:81,-58,dlt8
242638,70:EA:1A:22:8F:E1,-62,dlt8
242638,08:4F:A9:2D:8A:A1,-68,dlt8
242638,70:EA:1A:22:A9:41,-68,dlt8
242638,70:EA:1A:22:9F:21,-74,dlt8
242638,08:4F:A9:2D:8A:41,-75,dlt8
242638,70:EA:1A:22:A9:A1,-76,dlt8
242638,40:01:7A:01:B8:82,-80,dlt8
242638,08:4F:A9:39:68:21,-82,dlt8
242638,40:01:7A:B1:00:42,-86,dlt8
242638,40:01:7A:C6:A5:62,-89,dlt8
242638,40:01:7A:AF:D3:62,-90,dlt8
247462,08:4F:A9:10:4B:81,-60,dlt8
247462,70:EA:1A:22:8F:E1,-63,dlt8
247462,08:4F:A9:2D:8A:41,-65,dlt8
247462,08:4F:A9:2D:8A:A1,-66,dlt8
247462,70:EA:1A:22:A9:41,-68,dlt8
247462,70:EA:1A:22:9F:21,-73,dlt8
247462,08:4F:A9:39:68:21,-77,dlt8
247462,40:01:7A:01:B8:82,-78,dlt8
247462,70:EA:1A:22:A9:A1,-82,dlt8
247462,00:A3:8E:4E:29:A1,-84,dlt8
247462,40:01:7A:B1:00:42,-87,dlt8
247462,40:01:7A:AF:D3:62,-88,dlt8
247462,40:01:7A:C6:A5:62,-90,dlt8
252286,70:EA:1A:22:8F:E1,-60,dlt8
252286,08:4F:A9:10:4B:81,-65,dlt8
252286,08:4F:A9:2D:8A:41,-66,dlt8
252286,08:4F:A9:2D:8A:A1,-68,dlt8
252286,70:EA:1A:22:A9:41,-69,dlt8
252286,70:EA:1A:22:9F:21,-73,dlt8
252286,08:4F:A9:39:68:21,-78,dlt8
252286,70:EA:1A:22:A9:A1,-82,dlt8
252286,40:01:7A:B1:00:42,-84,dlt8
252286,00:A3:8E:4E:29:A1,-85,dlt8
252286,40:01:7A:01:B8:82,-85,dlt8
252286,40:01:7A:AF:D3:62,-88,dlt8
257110,70:EA:1A:22:8F:E1,-62,dlt8
257110,08:4F:A9:10:4B:81,-63,dlt8
257110,08:4F:A9:2D:8A:41,-67,dlt8
257110,70:EA:1A:22:A9:41,-69,dlt8
257110,08:4F:A9:2D:8A:A1,-70,dlt8
257110,70:EA:1A:22:9F:21,-74,dlt8
257110,08:4F:A9:39:68:21,-77,dlt8
257110,40:01:7A:B1:00:42,-83,dlt8
257110,00:A3:8E:4E:29:A1,-84,dlt8
257110,70:EA:1A:22:A9:A1,-86,dlt8
257110,40:01:7A:AF:D3:62,-88,dlt8
257110,70:EA:1A:22:A5:A1,-88,dlt8
261934,08:4F:A9:10:4B:81,-63,dlt8
261934,70:EA:1A:22:8F:E1,-64,dlt8
261934,08:4F:A9:2D:8A:A1,-68,dlt8
261934,08:4F:A9:2D:8A:41,-69,dlt8
261934,70:EA:1A:22:9F:21,-71,dlt8
261934,70:EA:1A:22:A9:41,-72,dlt8
261934,08:4F:A9:39:68:21,-76,dlt8
261934,40:01:7A:B1:00:42,-82,dlt8
261934,40:01:7A:01:B8:82,-82,dlt8
261934,00:A3:8E:4E:29:A1,-84,dlt8
261934,70:EA:1A:22:A9:A1,-84,dlt8
261934,70:EA:1A:22:A5:A1,-86,dlt8
266758,70:EA:1A:22:8F:E1,-55,dlt8
266758,70:EA:1A:22:9F:21,-60,dlt8
266758,08:4F:A9:10:4B:81,-63,dlt8
266758,08:4F:A9:2D:8A:A1,-66,dlt8
266758,08:4F:A9:2D:8A:41,-70,dlt8
266758,70:EA:1A:22:A9:41,-71,dlt8
266758,08:4F:A9:39:68:21,-73,dlt8
266758,70:EA:1A:22:A9:A1,-77,dlt8
266758,40:01:7A:01:B8:82,-79,dlt8
266758,00:A3:8E:4E:29:A1,-86,dlt8
266758,40:01:7A:B1:00:42,-86,dlt8
266758,70:EA:1A:22:A5:A1,-86,dlt8
266758,40:01:7A:AF:D3:62,-87,dlt8
266758,08:4F:A9:2D:77:41,-88,dlt8
266758,08:4F:A9:30:00:01,-88,dlt8
266758,40:01:7A:C6:A5:62,-89,dlt8
271592,70:EA:1A:22:8F:E1,-53,dlt8
271592,08:4F:A9:10:4B:81,-61,dlt8
271592,08:4F:A9:2D:8A:41,-68,dlt8
271592,08:4F:A9:2D:8A:A1,-68,dlt8
271592,70:EA:1A:22:9F:21,-70,dlt8
271592,70:EA:1A:22:A9:41,-75,dlt8
271592,70:EA:1A:22:A9:A1,-78,dlt8
271592,08:4F:A9:39:68:21,-82,dlt8
271592,00:A3:8E:4E:29:A1,-83,dlt8
271592,70:EA:1A:22:96:A1,-87,dlt8
271592,40:01:7A:01:B8:82,-88,dlt8
271592,40:01:7A:AF:D3:62,-91,dlt8
276417,70:EA:1A:22:8F:E1,-51,dlt8
276417,08:4F:A9:10:4B:81,-61,dlt8
276417,70:EA:1A:22:9F:21,-65,dlt8
276417,08:4F:A9:2D:8A:A1,-68,dlt8
276417,70:EA:1A:22:A9:41,-72,dlt8
276417,70:EA:1A:22:A9:A1,-74,dlt8
276417,08:4F:A9:2D:8A:41,-78,dlt8
276417,08:4F:A9:39:68:21,-79,dlt8
276417,00:A3:8E:4E:29:A1,-83,dlt8
276417,40:01:7A:01:B8:82,-85,dlt8
276417,40:01:7A:AF:D3:62,-89,dlt8
281240,70:EA:1A:22:8F:E1,-51,dlt8
281240,08:4F:A9:10:4B:81,-65,dlt8
281240,08:4F:A9:2D:8A:A1,-66,dlt8
281240,70:EA:1A:22:9F:21,-68,dlt8
281240,08:4F:A9:2D:8A:41,-71,dlt8
281240,70:EA:1A:22:A9:A1,-73,dlt8
281240,70:EA:1A:22:A9:41,-73,dlt8
281240,00:A3:8E:4E:29:A1,-80,dlt8
281240,08:4F:A9:39:68:21,-83,dlt8
281240,40:01:7A:AF:D3:62,-89,dlt8
286053,70:EA:1A:22:8F:E1,-51,dlt8
286053,08:4F:A9:10:4B:81,-61,dlt8
286053,08:4F:A9:2D:8A:A1,-67,dlt8
286053,70:EA:1A:22:9F:21,-67,dlt8
286053,08:4F:A9:2D:8A:41,-70,dlt8
286053,70:EA:1A:22:A9:41,-71,dlt8
286053,70:EA:1A:22:A9:A1,-76,dlt8
286053,00:A3:8E:4E:29:A1,-80,dlt8
286053,08:4F:A9:39:68:21,-83,dlt8
286053,70:EA:1A:22:A5:A1,-87,dlt8
286053,08:4F:A9:2D:77:41,-88,dlt8
286053,40:01:7A:AF:D3:62,-89,dlt8
290877,70:EA:1A:22:8F:E1,-53,dlt8
290877,08:4F:A9:10:4B:81,-58,dlt8
290877,08:4F:A9:2D:8A:A1,-63,dlt8
290877,70:EA:1A:22:9F:21,-66,dlt8
290877,08:4F:A9:2D:8A:41,-67,dlt8
290877,70:EA:1A:22:A9:41,-68,dlt8
290877,70:EA:1A:22:A9:A1,-74,dlt8
290877,00:A3:8E:4E:29:A1,-78,dlt8
290877,08:4F:A9:39:68:21,-86,dlt8
290877,70:EA:1A:22:A5:A1,-90,dlt8
295690,70:EA:1A:22:8F:E1,-52,dlt8
295690,08:4F:A9:2D:8A:A1,-61,dlt8
295690,08:4F:A9:10:4B:81,-62,dlt8
295690,08:4F:A9:2D:8A:41,-64,dlt8
295690,70:EA:1A:22:9F:21,-69,dlt8
295690,08:4F:A9:39:68:21,-72,dlt8
295690,70:EA:1A:22:A9:41,-73,dlt8
295690,70:EA:1A:22:A9:A1,-76,dlt8
295690,00:A3:8E:4E:29:A1,-80,dlt8
295690,40:01:7A:01:B8:82,-84,dlt8
295690,40:01:7A:B1:00:42,-86,dlt8
295690,40:01:7A:AF:D3:62,-87,dlt8
295690,40:01:7A:C6:A5:62,-87,dlt8
295690,70:EA:1A:22:A5:A1,-88,dlt8
300524,70:EA:1A:22:8F:E1,-56,dlt8
300524,08:4F:A9:10:4B:81,-63,dlt8
300524,70:EA:1A:22:9F:21,-63,dlt8
300524,70:EA:1A:22:A9:41,-68,dlt8
300524,08:4F:A9:2D:8A:A1,-71,dlt8
300524,70:EA:1A:22:A9:A1,-72,dlt8
300524,08:4F:A9:2D:8A:41,-73,dlt8
300524,08:4F:A9:39:68:21,-73,dlt8
300524,40:01:7A:01:B8:82,-78,dlt8
300524,00:A3:8E:4E:29:A1,-84,dlt8
300524,40:01:7A:B1:00:42,-85,dlt8
300524,70:EA:1A:22:A5:A1,-85,dlt8
300524,40:01:7A:C6:A5:62,-86,dlt8
300524,40:01:7A:AF:D3:62,-89,dlt8
305358,70:EA:1A:22:8F:E1,-55,dlt8
305358,08:4F:A9:10:4B:81,-60,dlt8
305358,70:EA:1A:22:A9:41,-69,dlt8
305358,70:EA:1A:22:A9:A1,-71,dlt8
305358,70:EA:1A:22:9F:21,-72,dlt8
305358,08:4F:A9:2D:8A:A1,-73,dlt8
305358,40:01:7A:01:B8:82,-77,dlt8
305358,08:4F:A9:2D:8A:41,-80,dlt8
305358,40:01:7A:B1:00:42,-84,dlt8
305358,08:4F:A9:39:68:21,-86,dlt8
305358,70:EA:1A:22:A5:A1,-86,dlt8
305358,00:A3:8E:4E:29:A1,-87,dlt8
305358,70:EA:1A:22:96:A1,-87,dlt8
305358,40:01:7A:C6:A5:62,-87,dlt8
305358,40:01:7A:01:B3:82,-88,dlt8
305358,40:01:7A:AF:D3:62,-90,dlt8
310192,70:EA:1A:22:8F:E1,-53,dlt8
310192,08:4F:A9:10:4B:81,-60,dlt8
310192,70:EA:1A:22:A9:41,-66,dlt8
310192,70:EA:1A:22:9F:21,-68,dlt8
310192,70:EA:1A:22:A9:A1,-69,dlt8
310192,08:4F:A9:2D:8A:41,-76,dlt8
310192,08:4F:A9:2D:8A:A1,-76,dlt8
310192,40:01:7A:01:B8:82,-82,dlt8
310192,40:01:7A:AF:D3:62,-84,dlt8
310192,70:EA:1A:22:96:A1,-85,dlt8
310192,08:4F:A9:39:68:21,-85,dlt8
310192,40:01:7A:B1:00:42,-86,dlt8
310192,00:A3:8E:4E:29:A1,-87,dlt8
315016,70:EA:1A:22:8F:E1,-52,dlt8
315016,08:4F:A9:10:4B:81,-59,dlt8
315016,70:EA:1A:22:A9:41,-66,dlt8
315016,08:4F:A9:2D:8A:A1,-67,dlt8
315016,70:EA:1A:22:9F:21,-69,dlt8
315016,70:EA:1A:22:A9:A1,-72,dlt8
315016,08:4F:A9:2D:8A:41,-72,dlt8
315016,00:A3:8E:4E:29:A1,-83,dlt8
315016,70:EA:1A:22:A5:A1,-83,dlt8
315016,08:4F:A9:39:68:21,-83,dlt8
315016,70:EA:1A:22:96:A1,-84,dlt8
315016,40:01:7A:AF:D3:62,-84,dlt8
315016,40:01:7A:B1:00:42,-87,dlt8
315016,40:01:7A:01:B8:82,-87,dlt8
315016,08:4F:A9:2D:77:41,-88,dlt8
315016,70:EA:1A:22:96:21,-90,dlt8
319850,70:EA:1A:22:8F:E1,-58,dlt8
319850,08:4F:A9:10:4B:81,-61,dlt8
319850,70:EA:1A:22:9F:21,-67,dlt8
319850,08:4F:A9:2D:8A:A1,-70,dlt8
319850,70:EA:1A:22:A9:41,-70,dlt8
319850,08:4F:A9:2D:8A:41,-72,dlt8
319850,70:EA:1A:22:A9:A1,-77,dlt8
319850,08:4F:A9:39:68:21,-81,dlt8
319850,00:A3:8E:4E:29:A1,-84,dlt8
319850,40:01:7A:01:B8:82,-84,dlt8
319850,40:01:7A:B1:00:42,-86,dlt8
319850,40:01:7A:AF:D3:62,-88,dlt8
319850,40:01:7A:01:B3:82,-88,dlt8
324674,70:EA:1A:22:8F:E1,-60,dlt8
324674,08:4F:A9:10:4B:81,-65,dlt8
324674,70:EA:1A:22:A9:A1,-66,dlt8
324674,08:4F:A9:2D:8A:A1,-67,dlt8
324674,70:EA:1A:22:9F:21,-67,dlt8
324674,08:4F:A9:2D:8A:41,-72,dlt8
324674,70:EA:1A:22:A9:41,-78,dlt8
324674,08:4F:A9:39:68:21,-79,dlt8
324674,00:A3:8E:4E:29:A1,-80,dlt8
324674,40:01:7A:B1:00:42,-81,dlt8
324674,40:01:7A:01:B8:82,-84,dlt8
324674,40:01:7A:01:B3:82,-88,dlt8
324674,40:01:7A:AF:D3:62,-88,dlt8
329498,70:EA:1A:22:8F:E1,-52,dlt8
329498,08:4F:A9:10:4B:81,-57,dlt8
329498,08:4F:A9:2D:8A:A1,-64,dlt8
329498,70:EA:1A:22:A9:A1,-66,dlt8
329498,70:EA:1A:22:A9:41,-66,dlt8
329498,70:EA:1A:22:9F:21,-67,dlt8
329498,08:4F:A9:2D:8A:41,-72,dlt8
329498,08:4F:A9:39:68:21,-79,dlt8
329498,00:A3:8E:4E:29:A1,-82,dlt8
329498,70:EA:1A:22:96:A1,-84,dlt8
329498,40:01:7A:B1:00:42,-85,dlt8
329498,40:01:7A:01:B8:82,-87,dlt8
329498,70:EA:1A:22:A5:A1,-87,dlt8
329498,08:4F:A9:2D:77:41,-88,dlt8
329498,08:4F:A9:30:00:01,-88,dlt8
329498,40:01:7A:AF:D3:62,-88,dlt8
334332,08:4F:A9:10:4B:81,-42,dlt8
334332,08:4F:A9:2D:8A:A1,-49,dlt8
334332,70:EA:1A:22:8F:E1,-51,dlt8
334332,08:4F:A9:2D:8A:41,-61,dlt8
334332,70:EA:1A:22:A9:A1,-63,dlt8
334332,08:4F:A9:39:68:21,-67,dlt8
334332,00:A3:8E:4E:29:A1,-69,dlt8
334332,70:EA:1A:22:A9:41,-74,dlt8
334332,70:EA:1A:22:9F:21,-74,dlt8
334332,08:4F:A9:30:00:01,-81,dlt8
334332,40:01:7A:01:B8:82,-83,dlt8
334332,70:EA:1A:22:A5:A1,-83,dlt8
334332,70:EA:1A:22:96:A1,-86,dlt8
334332,08:4F:A9:2D:77:41,-87,dlt8
339167,08:4F:A9:2D:8A:A1,-48,dlt8
339167,08:4F:A9:10:4B:81,-50,dlt8
339167,08:4F:A9:2D:8A:41,-61,dlt8
339167,70:EA:1A:22:8F:E1,-62,dlt8
339167,70:EA:1A:22:A9:A1,-64,dlt8
339167,70:EA:1A:22:9F:21,-70,dlt8
339167,00:A3:8E:4E:29:A1,-73,dlt8
339167,70:EA:1A:22:A9:41,-76,dlt8
339167,08:4F:A9:39:68:21,-77,dlt8
339167,70:EA:1A:22:A5:A1,-81,dlt8
339167,70:EA:1A:22:96:A1,-84,dlt8
339167,40:01:7A:AF:D3:62,-84,dlt8
339167,40:01:7A:01:B8:82,-85,dlt8
339167,40:01:7A:B1:00:42,-90,dlt8
344000,08:4F:A9:2D:8A:A1,-48,dlt8
344000,08:4F:A9:10:4B:81,-49,dlt8
344000,08:4F:A9:2D:8A:41,-61,dlt8
344000,70:EA:1A:22:8F:E1,-64,dlt8
344000,70:EA:1A:22:A9:A1,-66,dlt8
344000,00:A3:8E:4E:29:A1,-72,dlt8
344000,70:EA:1A:22:9F:21,-73,dlt8
344000,70:EA:1A:22:A9:41,-76,dlt8
344000,08:4F:A9:39:68:21,-78,dlt8
344000,70:EA:1A:22:A5:A1,-80,dlt8
344000,40:01:7A:01:B8:82,-84,dlt8
344000,40:01:7A:AF:D3:62,-86,dlt8
348824,08:4F:A9:10:4B:81,-53,dlt8
348824,08:4F:A9:2D:8A:A1,-54,dlt8
348824,70:EA:1A:22:A9:A1,-62,dlt8
348824,70:EA:1A:22:8F:E1,-62,dlt8
348824,08:4F:A9:2D:8A:41,-62,dlt8
348824,00:A3:8E:4E:29:A1,-73,dlt8
348824,70:EA:1A:22:9F:21,-73,dlt8
348824,40:01:7A:AF:D3:62,-75,dlt8
348824,08:4F:A9:39:68:21,-75,dlt8
348824,70:EA:1A:22:A9:41,-81,dlt8
348824,70:EA:1A:22:96:A1,-84,dlt8
348824,40:01:7A:01:B8:82,-84,dlt8
348824,70:EA:1A:22:A5:A1,-86,dlt8
348824,08:4F:A9:30:00:01,-88,dlt8
353658,08:4F:A9:2D:8A:A1,-50,dlt8
353658,08:4F:A9:10:4B:81,-53,dlt8
353658,08:4F:A9:2D:8A:41,-61,dlt8
353658,70:EA:1A:22:A9:A1,-62,dlt8
353658,70:EA:1A:22:8F:E1,-63,dlt8
353658,08:4F:A9:39:68:21,-73,dlt8
353658,70:EA:1A:22:9F:21,-74,dlt8
353658,00:A3:8E:4E:29:A1,-75,dlt8
353658,40:01:7A:AF:D3:62,-77,dlt8
353658,70:EA:1A:22:A9:41,-78,dlt8
353658,70:EA:1A:22:A5:A1,-80,dlt8
353658,70:EA:1A:22:96:A1,-84,dlt8
353658,40:01:7A:01:B8:82,-85,dlt8
353658,40:01:7A:B1:00:42,-88,dlt8
358492,08:4F:A9:2D:8A:A1,-49,dlt8
358492,08:4F:A9:10:4B:81,-51,dlt8
358492,70:EA:1A:22:A9:A1,-59,dlt8
358492,70:EA:1A:22:8F:E1,-62,dlt8
358492,08:4F:A9:2D:8A:41,-65,dlt8
358492,70:EA:1A:22:9F:21,-72,dlt8
358492,00:A3:8E:4E:29:A1,-73,dlt8
358492,08:4F:A9:39:68:21,-75,dlt8
358492,40:01:7A:AF:D3:62,-78,dlt8
358492,70:EA:1A:22:A5:A1,-78,dlt8
358492,70:EA:1A:22:A9:41,-81,dlt8
358492,70:EA:1A:22:96:A1,-84,dlt8
358492,40:01:7A:01:B8:82,-87,dlt8
363316,08:4F:A9:2D:8A:A1,-50,dlt8
363316,08:4F:A9:10:4B:81,-54,dlt8
363316,70:EA:1A:22:A9:A1,-61,dlt8
363316,08:4F:A9:2D:8A:41,-62,dlt8
363316,70:EA:1A:22:8F:E1,-68,dlt8
363316,00:A3:8E:4E:29:A1,-72,dlt8
363316,08:4F:A9:39:68:21,-75,dlt8
363316,70:EA:1A:22:A9:41,-77,dlt8
363316,70:EA:1A:22:9F:21,-78,dlt8
