timestamp_ms,mac,rssi,location
etimestamp,mac,rssi,bijuOffice
325093,70:EA:1A:22:9F:E1,-88,d151d153
325093,70:EA:1A:22:9F:21,-88,d151d153
325093,70:EA:1A:22:A5:A1,-88,d151d153
325093,08:4F:A9:39:6A:41,-89,d151d153
329926,70:EA:1A:22:A9:41,-65,d151d153
329926,08:4F:A9:2D:8A:41,-70,d151d153
329926,00:A3:8E:4E:29:A1,-72,d151d153
329926,70:EA:1A:22:8F:E1,-77,d151d153
329926,70:EA:1A:22:96:A1,-78,d151d153
329926,08:4F:A9:2D:8A:A1,-80,d151d153
329926,08:4F:A9:39:68:21,-81,d151d153
329926,70:EA:1A:22:9B:81,-83,d151d153
329926,08:4F:A9:10:4B:81,-83,d151d153
329926,70:EA:1A:22:9F:21,-83,d151d153
329926,4C:77:6D:10:31:E1,-85,d151d153
329926,08:4F:A9:30:00:01,-85,d151d153
329926,70:EA:1A:22:A5:A1,-85,d151d153
329926,70:EA:1A:22:96:21,-87,d151d153
334760,08:4F:A9:2D:8A:A1,-69,d151d153
334760,70:EA:1A:22:A9:41,-73,d151d153
334760,08:4F:A9:2D:8A:41,-75,d151d153
334760,70:EA:1A:22:8F:E1,-76,d151d153
334760,00:A3:8E:4E:29:A1,-77,d151d153
334760,70:EA:1A:22:96:21,-77,d151d153
334760,70:EA:1A:22:9F:21,-78,d151d153
334760,08:4F:A9:10:4B:81,-79,d151d153
334760,70:EA:1A:22:96:A1,-84,d151d153
334760,70:EA:1A:22:A5:A1,-85,d151d153
334760,70:EA:1A:22:A9:A1,-86,d151d153
334760,00:A3:8E:67:4C:81,-88,d151d153
334760,40:01:7A:01:B3:82,-88,d151d153
334760,08:4F:A9:39:68:21,-88,d151d153
339594,70:EA:1A:22:A9:41,-68,d151d153
339594,08:4F:A9:2D:8A:A1,-71,d151d153
339594,08:4F:A9:2D:8A:41,-75,d151d153
339594,00:A3:8E:4E:29:A1,-77,d151d153
339594,70:EA:1A:22:96:21,-77,d151d153
339594,70:EA:1A:22:8F:E1,-78,d151d153
339594,70:EA:1A:22:9F:21,-80,d151d153
339594,08:4F:A9:10:4B:81,-82,d151d153
339594,08:4F:A9:39:68:21,-83,d151d153
339594,70:EA:1A:22:A9:A1,-85,d151d153
339594,70:EA:1A:22:96:A1,-86,d151d153
339594,70:EA:1A:22:A5:A1,-86,d151d153
344419,70:EA:1A:22:A9:41,-66,d151d153
344419,08:4F:A9:2D:8A:A1,-70,d151d153
344419,70:EA:1A:22:8F:E1,-72,d151d153
344419,00:A3:8E:4E:29:A1,-74,d151d153
344419,08:4F:A9:2D:8A:41,-75,d151d153
344419,70:EA:1A:22:96:21,-78,d151d153
344419,08:4F:A9:10:4B:81,-80,d151d153
344419,70:EA:1A:22:9F:21,-82,d151d153
344419,70:EA:1A:22:A9:A1,-84,d151d153
344419,08:4F:A9:39:68:21,-84,d151d153
344419,70:EA:1A:22:A5:A1,-85,d151d153
344419,70:EA:1A:22:96:A1,-86,d151d153
344419,40:01:7A:B1:00:42,-86,d151d153
344419,40:01:7A:01:B3:82,-90,d151d153
349252,70:EA:1A:22:A9:41,-70,d151d153
349252,00:A3:8E:4E:29:A1,-73,d151d153
349252,70:EA:1A:22:8F:E1,-74,d151d153
349252,08:4F:A9:2D:8A:A1,-74,d151d153
349252,70:EA:1A:22:9F:21,-78,d151d153
349252,08:4F:A9:2D:8A:41,-80,d151d153
349252,08:4F:A9:10:4B:81,-83,d151d153
349252,70:EA:1A:22:A5:A1,-83,d151d153
349252,70:EA:1A:22:96:21,-83,d151d153
349252,70:EA:1A:22:96:A1,-84,d151d153
349252,40:01:7A:01:B3:82,-84,d151d153
349252,4C:77:6D:10:31:E1,-87,d151d153
349252,40:01:7A:AF:D3:62,-87,d151d153
349252,70:EA:1A:22:A9:A1,-88,d151d153
354086,08:4F:A9:2D:8A:A1,-69,d151d153
354086,70:EA:1A:22:A9:41,-69,d151d153
354086,00:A3:8E:4E:29:A1,-74,d151d153
354086,08:4F:A9:2D:8A:41,-74,d151d153
354086,70:EA:1A:22:9F:21,-74,d151d153
354086,70:EA:1A:22:96:21,-77,d151d153
354086,70:EA:1A:22:8F:E1,-78,d151d153
354086,08:4F:A9:10:4B:81,-83,d151d153
354086,70:EA:1A:22:A5:A1,-85,d151d153
354086,08:4F:A9:39:68:21,-85,d151d153
354086,70:EA:1A:22:A9:A1,-86,d151d153
354086,40:01:7A:B1:00:42,-89,d151d153
358910,70:EA:1A:22:A9:41,-64,d151d153
358910,08:4F:A9:2D:8A:A1,-70,d151d153
358910,70:EA:1A:22:8F:E1,-77,d151d153
358910,00:A3:8E:4E:29:A1,-79,d151d153
358910,70:EA:1A:22:96:21,-79,d151d153
358910,70:EA:1A:22:96:A1,-80,d151d153
358910,70:EA:1A:22:A5:A1,-82,d151d153
358910,08:4F:A9:2D:8A:41,-83,d151d153
358910,70:EA:1A:22:9F:21,-83,d151d153
358910,08:4F:A9:10:4B:81,-85,d151d153
363733,70:EA:1A:22:A9:41,-66,d151d153
363733,08:4F:A9:2D:8A:A1,-70,d151d153
363733,70:EA:1A:22:9F:21,-78,d151d153
363733,00:A3:8E:4E:29:A1,-81,d151d153
363733,70:EA:1A:22:8F:E1,-82,d151d153
363733,70:EA:1A:22:96:A1,-83,d151d153
363733,08:4F:A9:10:4B:81,-83,d151d153
363733,70:EA:1A:22:A5:A1,-83,d151d153
363733,70:EA:1A:22:96:21,-83,d151d153
363733,08:4F:A9:2D:8A:41,-86,d151d153
363733,40:01:7A:01:B3:82,-87,d151d153
368557,70:EA:1A:22:A9:41,-66,d151d153
368557,08:4F:A9:2D:8A:A1,-72,d151d153
368557,70:EA:1A:22:8F:E1,-76,d151d153
368557,00:A3:8E:4E:29:A1,-78,d151d153
368557,08:4F:A9:2D:8A:41,-78,d151d153
368557,08:4F:A9:10:4B:81,-80,d151d153
368557,70:EA:1A:22:9F:21,-82,d151d153
368557,70:EA:1A:22:96:A1,-84,d151d153
368557,70:EA:1A:22:96:21,-84,d151d153
368557,40:01:7A:B1:00:42,-85,d151d153
368557,70:EA:1A:22:A5:A1,-85,d151d153
368557,70:EA:1A:22:A9:A1,-86,d151d153
368557,40:01:7A:01:B3:82,-87,d151d153
373391,70:EA:1A:22:A9:41,-69,d151d153
373391,08:4F:A9:2D:8A:A1,-72,d151d153
373391,70:EA:1A:22:96:21,-77,d151d153
373391,70:EA:1A:22:8F:E1,-78,d151d153
373391,00:A3:8E:4E:29:A1,-78,d151d153
373391,08:4F:A9:2D:8A:41,-80,d151d153
373391,70:EA:1A:22:9F:21,-80,d151d153
373391,70:EA:1A:22:96:A1,-84,d151d153
373391,70:EA:1A:22:A9:A1,-84,d151d153
373391,08:4F:A9:10:4B:81,-84,d151d153
373391,70:EA:1A:22:A5:A1,-85,d151d153
378215,70:EA:1A:22:A9:41,-66,d151d153
378215,08:4F:A9:2D:8A:A1,-69,d151d153
378215,08:4F:A9:2D:8A:41,-75,d151d153
378215,70:EA:1A:22:8F:E1,-76,d151d153
378215,00:A3:8E:4E:29:A1,-79,d151d153
378215,70:EA:1A:22:9F:21,-79,d151d153
378215,70:EA:1A:22:96:A1,-83,d151d153
378215,70:EA:1A:22:A5:A1,-83,d151d153
378215,08:4F:A9:10:4B:81,-85,d151d153
378215,70:EA:1A:22:A9:A1,-89,d151d153
378215,40:01:7A:AF:D3:62,-90,d151d153
383039,70:EA:1A:22:A9:41,-68,d151d153
383039,08:4F:A9:2D:8A:A1,-72,d151d153
383039,70:EA:1A:22:8F:E1,-78,d151d153
383039,70:EA:1A:22:9F:21,-78,d151d153
383039,08:4F:A9:10:4B:81,-79,d151d153
383039,08:4F:A9:2D:8A:41,-80,d151d153
383039,00:A3:8E:4E:29:A1,-80,d151d153
383039,70:EA:1A:22:96:21,-82,d151d153
383039,70:EA:1A:22:96:A1,-85,d151d153
383039,70:EA:1A:22:A9:A1,-87,d151d153
383039,70:EA:1A:22:A5:A1,-87,d151d153
383039,40:01:7A:01:B3:82,-89,d151d153
387863,70:EA:1A:22:A9:41,-67,d151d153
387863,08:4F:A9:2D:8A:A1,-72,d151d153
387863,70:EA:1A:22:9F:21,-75,d151d153
387863,70:EA:1A:22:8F:E1,-76,d151d153
387863,00:A3:8E:4E:29:A1,-79,d151d153
387863,08:4F:A9:10:4B:81,-79,d151d153
387863,70:EA:1A:22:96:21,-82,d151d153
387863,08:4F:A9:2D:8A:41,-83,d151d153
387863,70:EA:1A:22:A5:A1,-84,d151d153
387863,70:EA:1A:22:A9:A1,-85,d151d153
387863,40:01:7A:B1:00:42,-87,d151d153
387863,40:01:7A:01:B3:82,-87,d151d153
392687,70:EA:1A:22:A9:41,-68,d151d153
392687,08:4F:A9:2D:8A:A1,-69,d151d153
392687,00:A3:8E:4E:29:A1,-77,d151d153
392687,70:EA:1A:22:9F:21,-78,d151d153
392687,70:EA:1A:22:8F:E1,-79,d151d153
392687,70:EA:1A:22:96:21,-79,d151d153
392687,08:4F:A9:10:4B:81,-80,d151d153
392687,08:4F:A9:2D:8A:41,-82,d151d153
392687,70:EA:1A:22:A5:A1,-83,d151d153
392687,70:EA:1A:22:96:A1,-85,d151d153
392687,40:01:7A:01:B3:82,-88,d151d153
392687,40:01:7A:B1:00:42,-89,d151d153
397511,70:EA:1A:22:A9:41,-66,d151d153
397511,08:4F:A9:2D:8A:41,-75,d151d153
397511,00:A3:8E:4E:29:A1,-75,d151d153
397511,08:4F:A9:2D:8A:A1,-76,d151d153
397511,70:EA:1A:22:96:21,-80,d151d153
397511,70:EA:1A:22:8F:E1,-82,d151d153
397511,70:EA:1A:22:96:A1,-84,d151d153
397511,08:4F:A9:30:00:01,-86,d151d153
397511,08:4F:A9:10:4B:81,-86,d151d153
397511,08:4F:A9:39:68:21,-86,d151d153
397511,70:EA:1A:22:9F:21,-87,d151d153
402335,70:EA:1A:22:A9:41,-67,d151d153
402335,00:A3:8E:4E:29:A1,-74,d151d153
402335,08:4F:A9:2D:8A:41,-76,d151d153
402335,70:EA:1A:22:96:21,-77,d151d153
402335,08:4F:A9:2D:8A:A1,-78,d151d153
402335,70:EA:1A:22:9F:21,-83,d151d153
402335,70:EA:1A:22:8F:E1,-87,d151d153
402335,08:4F:A9:30:00:01,-88,d151d153
407148,70:EA:1A:22:A9:41,-69,d151d153
407148,00:A3:8E:4E:29:A1,-75,d151d153
407148,08:4F:A9:2D:8A:A1,-75,d151d153
407148,70:EA:1A:22:96:21,-78,d151d153
407148,08:4F:A9:2D:8A:41,-81,d151d153
407148,70:EA:1A:22:8F:E1,-82,d151d153
407148,70:EA:1A:22:96:A1,-84,d151d153
407148,00:A3:8E:67:4C:81,-87,d151d153
407148,70:EA:1A:22:9F:21,-87,d151d153
407148,08:4F:A9:30:00:01,-88,d151d153
407148,08:4F:A9:10:4B:81,-88,d151d153
407148,70:EA:1A:22:A5:A1,-90,d151d153
407148,08:4F:A9:39:68:21,-91,d151d153
411982,70:EA:1A:22:A9:41,-67,d151d153
411982,00:A3:8E:4E:29:A1,-74,d151d153
411982,70:EA:1A:22:96:21,-74,d151d153
411982,08:4F:A9:2D:8A:A1,-80,d151d153
411982,08:4F:A9:2D:8A:41,-81,d151d153
411982,70:EA:1A:22:9F:21,-81,d151d153
411982,70:EA:1A:22:8F:E1,-82,d151d153
411982,08:4F:A9:10:4B:81,-86,d151d153
411982,70:EA:1A:22:96:A1,-87,d151d153
411982,08:4F:A9:30:00:01,-87,d151d153
411982,08:4F:A9:39:68:21,-90,d151d153
416805,70:EA:1A:22:A9:41,-67,d151d153
416805,70:EA:1A:22:96:21,-74,d151d153
416805,00:A3:8E:4E:29:A1,-75,d151d153
416805,08:4F:A9:2D:8A:41,-76,d151d153
416805,70:EA:1A:22:8F:E1,-83,d151d153
416805,00:A3:8E:67:4C:81,-86,d151d153
416805,70:EA:1A:22:96:A1,-86,d151d153
416805,08:4F:A9:2D:8A:A1,-86,d151d153
416805,70:EA:1A:22:9F:21,-86,d151d153
421618,70:EA:1A:22:A9:41,-68,d151d153
421618,70:EA:1A:22:96:21,-77,d151d153
421618,00:A3:8E:4E:29:A1,-79,d151d153
421618,08:4F:A9:2D:8A:A1,-79,d151d153
421618,08:4F:A9:2D:8A:41,-80,d151d153
421618,70:EA:1A:22:8F:E1,-82,d151d153
421618,70:EA:1A:22:96:A1,-83,d151d153
421618,70:EA:1A:22:9F:21,-85,d151d153
421618,08:4F:A9:10:4B:81,-87,d151d153
421618,70:EA:1A:22:A5:A1,-89,d151d153
421618,08:4F:A9:30:00:01,-90,d151d153
426442,70:EA:1A:22:A9:41,-71,d151d153
426442,70:EA:1A:22:96:21,-74,d151d153
426442,00:A3:8E:4E:29:A1,-79,d151d153
426442,08:4F:A9:2D:8A:41,-81,d151d153
426442,70:EA:1A:22:8F:E1,-83,d151d153
426442,08:4F:A9:2D:8A:A1,-85,d151d153
426442,70:EA:1A:22:96:A1,-87,d151d153
426442,70:EA:1A:22:9F:21,-87,d151d153
426442,08:4F:A9:10:4B:81,-88,d151d153
426442,08:4F:A9:30:00:01,-89,d151d153
426442,08:4F:A9:39:68:21,-89,d151d153
431266,70:EA:1A:22:A9:41,-67,d151d153
431266,70:EA:1A:22:96:21,-69,d151d153
431266,00:A3:8E:4E:29:A1,-75,d151d153
431266,08:4F:A9:2D:8A:41,-80,d151d153
431266,08:4F:A9:2D:8A:A1,-81,d151d153
431266,70:EA:1A:22:9F:21,-84,d151d153
431266,08:4F:A9:10:4B:81,-84,d151d153
431266,70:EA:1A:22:8F:E1,-85,d151d153
431266,70:EA:1A:22:A5:A1,-88,d151d153
431266,08:4F:A9:30:00:01,-89,d151d153
436089,70:EA:1A:22:A9:41,-65,d151d153
436089,00:A3:8E:4E:29:A1,-73,d151d153
436089,70:EA:1A:22:96:21,-77,d151d153
436089,70:EA:1A:22:8F:E1,-78,d151d153
436089,08:4F:A9:10:4B:81,-83,d151d153
436089,08:4F:A9:2D:8A:41,-84,d151d153
436089,70:EA:1A:22:9F:21,-84,d151d153
436089,08:4F:A9:2D:8A:A1,-85,d151d153
436089,70:EA:1A:22:96:A1,-86,d151d153
436089,00:A3:8E:67:4C:81,-87,d151d153
436089,08:4F:A9:39:68:21,-90,d151d153
440912,70:EA:1A:22:A9:41,-72,d151d153
440912,00:A3:8E:4E:29:A1,-74,d151d153
440912,08:4F:A9:2D:8A:A1,-79,d151d153
440912,08:4F:A9:2D:8A:41,-81,d151d153
440912,70:EA:1A:22:9F:21,-81,d151d153
440912,70:EA:1A:22:96:21,-82,d151d153
440912,70:EA:1A:22:96:A1,-83,d151d153
440912,70:EA:1A:22:8F:E1,-84,d151d153
440912,08:4F:A9:10:4B:81,-84,d151d153
440912,08:4F:A9:39:68:21,-86,d151d153
445736,70:EA:1A:22:A9:41,-70,d151d153
445736,08:4F:A9:2D:8A:41,-75,d151d153
445736,00:A3:8E:4E:29:A1,-77,d151d153
445736,70:EA:1A:22:96:21,-77,d151d153
445736,08:4F:A9:2D:8A:A1,-79,d151d153
445736,70:EA:1A:22:9F:21,-79,d151d153
445736,70:EA:1A:22:8F:E1,-82,d151d153
445736,70:EA:1A:22:96:A1,-85,d151d153
445736,08:4F:A9:39:68:21,-86,d151d153
445736,08:4F:A9:30:00:01,-86,d151d153
445736,70:EA:1A:22:A5:A1,-87,d151d153
445736,08:4F:A9:10:4B:81,-87,d151d153
3791,70:EA:1A:22:9B:81,-69,d171
3791,70:EA:1A:22:96:A1,-84,d171
3791,00:27:E3:29:E8:80,-86,d171
8384,70:EA:1A:22:9B:81,-66,d171
8384,70:EA:1A:22:96:A1,-86,d171
13176,70:EA:1A:22:9B:81,-67,d171
13176,70:EA:1A:22:96:A1,-84,d171
13176,00:A3:8E:67:4C:81,-87,d171
13176,70:EA:1A:22:96:21,-87,d171
13176,00:A3:8E:60:EB:E1,-87,d171
17779,70:EA:1A:22:9B:81,-66,d171
17779,70:EA:1A:22:96:A1,-86,d171
22771,70:EA:1A:22:9B:81,-73,d171
22771,70:EA:1A:22:96:A1,-82,d171
22771,00:A3:8E:67:4C:81,-86,d171
22771,00:A3:8E:60:EB:E1,-88,d171
27574,70:EA:1A:22:9B:81,-65,d171
27574,70:EA:1A:22:96:A1,-84,d171
27574,00:A3:8E:67:4C:81,-85,d171
27574,70:EA:1A:22:96:21,-89,d171
32377,70:EA:1A:22:9B:81,-66,d171
32377,70:EA:1A:22:96:A1,-84,d171
32377,00:A3:8E:67:4C:81,-84,d171
37370,70:EA:1A:22:9B:81,-68,d171
37370,70:EA:1A:22:96:A1,-87,d171
42163,70:EA:1A:22:9B:81,-66,d171
42163,70:EA:1A:22:96:A1,-85,d171
42163,00:A3:8E:67:4C:81,-86,d171
46956,70:EA:1A:22:9B:81,-76,d171
46956,70:EA:1A:22:96:A1,-86,d171
46956,70:EA:1A:22:96:21,-88,d171
46956,00:A3:8E:60:EB:E1,-90,d171
51959,70:EA:1A:22:9B:81,-69,d171
51959,00:A3:8E:67:4C:81,-80,d171
51959,70:EA:1A:22:96:A1,-84,d171
51959,70:EA:1A:22:96:21,-87,d171
51959,00:A3:8E:60:EB:E1,-89,d171
56962,70:EA:1A:22:9B:81,-70,d171
56962,70:EA:1A:22:96:A1,-84,d171
56962,00:A3:8E:67:4C:81,-86,d171
56962,00:A3:8E:60:EB:E1,-88,d171
56962,70:EA:1A:22:96:21,-89,d171
61765,70:EA:1A:22:9B:81,-77,d171
61765,70:EA:1A:22:96:A1,-84,d171
61765,00:A3:8E:67:4C:81,-85,d171
66558,70:EA:1A:22:9B:81,-77,d171
71350,70:EA:1A:22:9B:81,-75,d171
71350,70:EA:1A:22:96:A1,-88,d171
71350,00:27:E3:29:E8:80,-88,d171
71350,00:A3:8E:67:4C:81,-89,d171
76353,70:EA:1A:22:9B:81,-78,d171
76353,00:A3:8E:60:EB:E1,-84,d171
76353,70:EA:1A:22:96:A1,-86,d171
76353,70:EA:1A:22:9F:E1,-87,d171
76353,00:27:E3:29:CD:E0,-87,d171
76353,00:27:E3:29:E8:80,-89,d171
81156,70:EA:1A:22:9B:81,-76,d171
86148,70:EA:1A:22:9B:81,-74,d171
86148,70:EA:1A:22:96:A1,-87,d171
86148,00:A3:8E:60:EB:E1,-89,d171
90741,70:EA:1A:22:9B:81,-74,d171
95533,70:EA:1A:22:9B:81,-73,d171
95533,70:EA:1A:22:96:A1,-88,d171
95533,00:A3:8E:67:4C:81,-89,d171
100325,70:EA:1A:22:9B:81,-79,d171
100325,70:EA:1A:22:96:A1,-87,d171
104917,70:EA:1A:22:9B:81,-77,d171
104917,00:A3:8E:67:4C:81,-85,d171
104917,70:EA:1A:22:96:A1,-88,d171
109709,70:EA:1A:22:9B:81,-68,d171
109709,70:EA:1A:22:9F:E1,-83,d171
109709,70:EA:1A:22:96:A1,-84,d171
114302,70:EA:1A:22:9B:81,-69,d171
114302,70:EA:1A:22:96:A1,-85,d171
114302,70:EA:1A:22:9F:E1,-87,d171
119294,70:EA:1A:22:9B:81,-72,d171
119294,00:27:E3:29:E8:80,-87,d171
119294,70:EA:1A:22:96:21,-90,d171
124087,70:EA:1A:22:9B:81,-72,d171
124087,00:27:E3:29:E8:80,-85,d171
128880,70:EA:1A:22:9B:81,-73,d171
128880,00:27:E3:29:E8:80,-88,d171
133672,70:EA:1A:22:9B:81,-69,d171
138264,70:EA:1A:22:9B:81,-68,d171
143056,70:EA:1A:22:9B:81,-72,d171
143056,00:27:E3:29:E8:80,-88,d171
147848,70:EA:1A:22:9B:81,-68,d171
147848,00:27:E3:29:E8:80,-88,d171
147848,00:A3:8E:67:4C:81,-89,d171
152441,70:EA:1A:22:9B:81,-73,d171
152441,00:27:E3:29:E8:80,-85,d171
152441,00:A3:8E:67:4C:81,-87,d171
157233,70:EA:1A:22:9B:81,-69,d171
161825,70:EA:1A:22:9B:81,-71,d171
166817,70:EA:1A:22:9B:81,-75,d171
166817,00:27:E3:29:E8:80,-86,d171
166817,70:EA:1A:22:96:A1,-88,d171
166817,70:EA:1A:22:96:21,-91,d171
171821,70:EA:1A:22:9B:81,-73,d171
171821,70:EA:1A:22:96:A1,-87,d171
171821,70:EA:1A:22:96:21,-87,d171
171821,00:27:E3:29:E8:80,-88,d171
176823,70:EA:1A:22:9B:81,-67,d171
176823,70:EA:1A:22:9F:E1,-86,d171
176823,70:EA:1A:22:96:21,-88,d171
181616,70:EA:1A:22:9B:81,-74,d171
186609,70:EA:1A:22:9B:81,-70,d171
186609,70:EA:1A:22:96:A1,-84,d171
186609,00:A3:8E:67:4C:81,-87,d171
186609,70:EA:1A:22:96:21,-91,d171
191412,70:EA:1A:22:9B:81,-71,d171
191412,00:27:E3:29:E8:80,-86,d171
191412,70:EA:1A:22:96:A1,-89,d171
191412,00:A3:8E:67:4C:81,-89,d171
191412,70:EA:1A:22:9F:E1,-89,d171
196215,70:EA:1A:22:9B:81,-65,d171
196215,70:EA:1A:22:96:A1,-87,d171
196215,00:27:E3:29:E8:80,-90,d171
201008,70:EA:1A:22:9B:81,-76,d171
201008,00:27:E3:29:E8:80,-87,d171
205801,70:EA:1A:22:9B:81,-67,d171
205801,00:27:E3:29:E8:80,-89,d171
210794,00:27:E3:29:E8:80,-72,d171
210794,70:EA:1A:22:9B:81,-73,d171
210794,70:EA:1A:22:9F:E1,-82,d171
210794,70:EA:1A:22:A9:41,-88,d171
210794,70:EA:1A:22:96:21,-89,d171
215798,70:EA:1A:22:9B:81,-74,d171
215798,00:27:E3:29:E8:80,-77,d171
215798,70:EA:1A:22:A9:41,-81,d171
215798,70:EA:1A:22:9F:E1,-86,d171
215798,08:4F:A9:39:68:21,-89,d171
220800,70:EA:1A:22:9B:81,-75,d171
220800,00:27:E3:29:E8:80,-75,d171
220800,70:EA:1A:22:A9:41,-84,d171
220800,70:EA:1A:22:9F:E1,-88,d171
225803,00:27:E3:29:E8:80,-77,d171
225803,70:EA:1A:22:9B:81,-79,d171
225803,70:EA:1A:22:9F:E1,-84,d171
225803,08:4F:A9:39:68:21,-85,d171
225803,70:EA:1A:22:A9:41,-87,d171
230806,70:EA:1A:22:9B:81,-73,d171
230806,00:27:E3:29:E8:80,-75,d171
230806,70:EA:1A:22:A9:41,-85,d171
230806,70:EA:1A:22:9F:E1,-86,d171
235810,70:EA:1A:22:9B:81,-80,d171
235810,00:27:E3:29:E8:80,-81,d171
235810,70:EA:1A:22:9F:E1,-83,d171
235810,70:EA:1A:22:A9:41,-86,d171
235810,08:4F:A9:39:68:21,-90,d171
240812,00:27:E3:29:E8:80,-76,d171
240812,70:EA:1A:22:9B:81,-78,d171
240812,70:EA:1A:22:A9:41,-85,d171
240812,70:EA:1A:22:9F:E1,-89,d171
245816,00:27:E3:29:E8:80,-73,d171
245816,70:EA:1A:22:9B:81,-79,d171
245816,70:EA:1A:22:A9:41,-82,d171
245816,70:EA:1A:22:9F:E1,-85,d171
245816,08:4F:A9:39:68:21,-86,d171
250618,70:EA:1A:22:9B:81,-79,d171
250618,00:27:E3:29:E8:80,-81,d171
250618,70:EA:1A:22:A9:41,-82,d171
250618,70:EA:1A:22:9F:E1,-86,d171
250618,08:4F:A9:39:68:21,-90,d171
255621,00:27:E3:29:E8:80,-73,d171
255621,70:EA:1A:22:9B:81,-81,d171
255621,70:EA:1A:22:A9:41,-83,d171
255621,70:EA:1A:22:9F:E1,-86,d171
255621,08:4F:A9:39:68:21,-86,d171
260625,70:EA:1A:22:9B:81,-72,d171
260625,70:EA:1A:22:A9:41,-83,d171
260625,00:27:E3:29:E8:80,-84,d171
260625,70:EA:1A:22:9F:E1,-87,d171
265427,70:EA:1A:22:9B:81,-73,d171
265427,00:27:E3:29:E8:80,-76,d171
265427,70:EA:1A:22:A9:41,-87,d171
270420,70:EA:1A:22:9B:81,-65,d171
270420,00:27:E3:29:E8:80,-78,d171
275213,70:EA:1A:22:9B:81,-70,d171
275213,00:27:E3:29:E8:80,-71,d171
280006,70:EA:1A:22:9B:81,-69,d171
280006,00:27:E3:29:E8:80,-79,d171
280006,70:EA:1A:22:A9:41,-85,d171
284799,70:EA:1A:22:9B:81,-71,d171
284799,00:27:E3:29:E8:80,-85,d171
284799,70:EA:1A:22:A9:41,-88,d171
289792,70:EA:1A:22:9B:81,-65,d171
289792,00:27:E3:29:E8:80,-74,d171
289792,70:EA:1A:22:A9:41,-86,d171
294585,70:EA:1A:22:9B:81,-71,d171
294585,00:27:E3:29:E8:80,-74,d171
294585,70:EA:1A:22:A9:41,-89,d171
299378,70:EA:1A:22:9B:81,-70,d171
299378,00:27:E3:29:E8:80,-75,d171
304170,70:EA:1A:22:9B:81,-73,d171
304170,00:27:E3:29:E8:80,-73,d171
308963,70:EA:1A:22:9B:81,-72,d171
308963,00:27:E3:29:E8:80,-76,d171
313556,70:EA:1A:22:9B:81,-70,d171
313556,00:27:E3:29:E8:80,-83,d171
313556,70:EA:1A:22:96:A1,-86,d171
318348,70:EA:1A:22:9B:81,-76,d171
318348,70:EA:1A:22:96:A1,-85,d171
318348,00:A3:8E:67:4C:81,-87,d171
323141,00:27:E3:29:CD:E0,-76,d171
323141,70:EA:1A:22:9B:81,-83,d171
323141,00:A3:8E:60:EB:E1,-83,d171
323141,70:EA:1A:22:96:A1,-85,d171
323141,00:A3:8E:67:4C:81,-87,d171
327944,00:A3:8E:60:F3:80,-84,d171
327944,00:27:E3:29:CD:E0,-84,d171
327944,70:EA:1A:22:9B:81,-87,d171
332937,00:A3:8E:60:F3:80,-78,d171
332937,00:A3:8E:60:EB:E1,-78,d171
332937,00:27:E3:29:CD:E0,-83,d171
332937,70:EA:1A:22:9B:81,-87,d171
337940,00:A3:8E:60:EB:E1,-81,d171
337940,00:A3:8E:60:F3:80,-83,d171
337940,70:EA:1A:22:9B:81,-85,d171
337940,00:27:E3:29:CD:E0,-87,d171
342943,00:A3:8E:60:EB:E1,-79,d171
342943,70:EA:1A:22:9B:81,-81,d171
342943,00:27:E3:29:CD:E0,-86,d171
342943,00:A3:8E:60:F3:80,-88,d171
347946,00:A3:8E:60:F3:80,-80,d171
347946,00:27:E3:29:CD:E0,-82,d171
347946,70:EA:1A:22:9B:81,-83,d171
347946,00:A3:8E:60:EB:E1,-85,d171
352949,00:A3:8E:60:F3:80,-80,d171
352949,00:27:E3:29:CD:E0,-83,d171
352949,70:EA:1A:22:9B:81,-85,d171
352949,00:A3:8E:60:EB:E1,-85,d171
357752,00:A3:8E:60:F3:80,-81,d171
357752,70:EA:1A:22:9B:81,-81,d171
357752,00:27:E3:29:CD:E0,-85,d171
357752,00:A3:8E:60:EB:E1,-87,d171
362755,70:EA:1A:22:9B:81,-81,d171
362755,00:A3:8E:60:F3:80,-83,d171
362755,00:A3:8E:60:EB:E1,-84,d171
362755,00:27:E3:29:CD:E0,-85,d171
367758,70:EA:1A:22:9B:81,-80,d171
367758,00:27:E3:29:CD:E0,-85,d171
367758,00:A3:8E:60:EB:E1,-86,d171
372351,70:EA:1A:22:9B:81,-77,d171
372351,70:EA:1A:22:96:A1,-88,d171
372351,00:27:E3:29:CD:E0,-88,d171
377143,70:EA:1A:22:9B:81,-73,d171
377143,70:EA:1A:22:9F:E1,-84,d171
377143,00:27:E3:29:CD:E0,-84,d171
377143,00:A3:8E:60:F3:80,-88,d171
377143,00:A3:8E:67:4C:81,-93,d171
381946,70:EA:1A:22:9B:81,-73,d171
381946,70:EA:1A:22:96:A1,-84,d171
381946,00:27:E3:29:CD:E0,-89,d171
386739,70:EA:1A:22:9B:81,-71,d171
386739,70:EA:1A:22:9F:E1,-85,d171
386739,00:27:E3:29:CD:E0,-85,d171
386739,00:A3:8E:67:4C:81,-88,d171
391742,70:EA:1A:22:9B:81,-75,d171
391742,00:27:E3:29:CD:E0,-88,d171
391742,00:A3:8E:60:EB:E1,-91,d171
