location,00:27:E3:29:CD:E0,00:27:E3:29:CE:40,00:27:E3:29:D1:20,00:27:E3:29:D2:A0,00:27:E3:29:D2:E0,00:27:E3:29:DC:00,00:27:E3:29:E8:80,00:A3:8E:4E:29:A1,00:A3:8E:60:EB:E1,00:A3:8E:60:F3:80,00:A3:8E:65:44:00,00:A3:8E:67:4C:81,08:4F:A9:10:4B:81,08:4F:A9:2D:77:41,08:4F:A9:2D:8A:41,08:4F:A9:2D:8A:A1,08:4F:A9:30:00:01,08:4F:A9:39:68:21,08:4F:A9:39:6A:41,40:01:7A:01:B3:82,40:01:7A:01:B8:82,40:01:7A:AF:D3:62,40:01:7A:B1:00:42,4C:77:6D:10:31:E1,70:EA:1A:22:8F:E1,70:EA:1A:22:96:21,70:EA:1A:22:96:A1,70:EA:1A:22:9B:81,70:EA:1A:22:9F:21,70:EA:1A:22:9F:E1,70:EA:1A:22:A5:A1,70:EA:1A:22:A9:41,70:EA:1A:22:A9:A1,70:EA:1A:65:2E:A1,CC:DB:93:65:2D:20
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-68.0,-68.0,-105.0,-82.0,-105.0,-105.0,-88.0,-91.0,-105.0,-105.0,-53.0,-105.0,-87.0,-105.0,-70.0,-105.0,-105.0,-75.0,-78.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-78.0,-68.0,-105.0,-79.0,-105.0,-105.0,-85.0,-89.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-72.0,-74.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-71.0,-66.0,-105.0,-83.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-73.0,-73.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-61.0,-88.0,-70.0,-67.0,-105.0,-83.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-51.0,-105.0,-105.0,-105.0,-67.0,-105.0,-87.0,-71.0,-76.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-58.0,-105.0,-67.0,-63.0,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-105.0,-105.0,-66.0,-105.0,-90.0,-68.0,-74.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-64.0,-61.0,-105.0,-72.0,-105.0,-105.0,-84.0,-87.0,-86.0,-105.0,-52.0,-105.0,-105.0,-105.0,-69.0,-105.0,-88.0,-73.0,-76.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-63.0,-105.0,-73.0,-71.0,-105.0,-73.0,-105.0,-105.0,-78.0,-89.0,-85.0,-105.0,-56.0,-105.0,-105.0,-105.0,-63.0,-105.0,-85.0,-68.0,-72.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-60.0,-105.0,-80.0,-73.0,-105.0,-86.0,-105.0,-88.0,-77.0,-90.0,-84.0,-105.0,-55.0,-105.0,-87.0,-105.0,-72.0,-105.0,-86.0,-69.0,-71.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-60.0,-105.0,-76.0,-76.0,-105.0,-85.0,-105.0,-105.0,-82.0,-84.0,-86.0,-105.0,-53.0,-105.0,-85.0,-105.0,-68.0,-105.0,-105.0,-66.0,-69.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-59.0,-88.0,-72.0,-67.0,-105.0,-83.0,-105.0,-105.0,-87.0,-84.0,-87.0,-105.0,-52.0,-90.0,-84.0,-105.0,-69.0,-105.0,-83.0,-66.0,-72.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-72.0,-70.0,-105.0,-81.0,-105.0,-88.0,-84.0,-88.0,-86.0,-105.0,-58.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-70.0,-77.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-72.0,-67.0,-105.0,-79.0,-105.0,-88.0,-84.0,-88.0,-81.0,-105.0,-60.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-78.0,-66.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0,-105.0,-105.0,-57.0,-88.0,-72.0,-64.0,-88.0,-79.0,-105.0,-105.0,-87.0,-88.0,-85.0,-105.0,-52.0,-105.0,-84.0,-105.0,-67.0,-105.0,-87.0,-66.0,-66.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-69.0,-105.0,-105.0,-105.0,-105.0,-42.0,-87.0,-61.0,-49.0,-81.0,-67.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-51.0,-105.0,-86.0,-105.0,-74.0,-105.0,-83.0,-74.0,-63.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-61.0,-48.0,-105.0,-77.0,-105.0,-105.0,-85.0,-84.0,-90.0,-105.0,-62.0,-105.0,-84.0,-105.0,-70.0,-105.0,-81.0,-76.0,-64.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.5,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-61.5,-51.0,-88.0,-76.5,-105.0,-105.0,-84.0,-80.5,-105.0,-105.0,-63.0,-105.0,-84.0,-105.0,-73.0,-105.0,-83.0,-78.5,-64.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-53.0,-105.0,-61.0,-50.0,-105.0,-73.0,-105.0,-105.0,-85.0,-77.0,-88.0,-105.0,-63.0,-105.0,-84.0,-105.0,-74.0,-105.0,-80.0,-78.0,-62.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-65.0,-49.0,-105.0,-75.0,-105.0,-105.0,-87.0,-78.0,-105.0,-105.0,-62.0,-105.0,-84.0,-105.0,-72.0,-105.0,-78.0,-81.0,-59.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-54.0,-105.0,-62.0,-50.0,-89.0,-75.0,-105.0,-105.0,-85.0,-85.0,-88.0,-105.0,-68.0,-89.0,-82.0,-105.0,-78.0,-105.0,-87.0,-77.0,-61.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-50.0,-105.0,-61.0,-50.0,-89.0,-76.0,-105.0,-105.0,-85.0,-87.0,-105.0,-105.0,-63.0,-105.0,-83.0,-105.0,-70.0,-105.0,-79.0,-82.0,-61.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-51.0,-105.0,-63.0,-46.0,-88.0,-76.0,-105.0,-105.0,-86.0,-84.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0,-76.0,-105.0,-81.0,-80.0,-70.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-105.0,-49.0,-105.0,-69.0,-47.0,-89.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-59.0,-105.0,-87.0,-105.0,-79.0,-105.0,-87.0,-80.0,-59.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-48.0,-105.0,-59.0,-51.0,-105.0,-80.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-75.0,-105.0,-83.0,-81.0,-57.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-43.0,-105.0,-69.0,-49.0,-89.0,-79.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-58.0,-105.0,-105.0,-105.0,-79.0,-105.0,-83.0,-80.0,-56.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-44.0,-105.0,-60.0,-50.0,-89.0,-71.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-60.0,-105.0,-105.0,-105.0,-76.0,-105.0,-82.0,-81.0,-65.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-43.0,-105.0,-63.0,-51.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-105.0,-86.0,-105.0,-75.0,-105.0,-86.0,-82.0,-62.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-44.0,-105.0,-64.0,-46.0,-105.0,-71.0,-105.0,-105.0,-88.0,-89.0,-105.0,-105.0,-58.0,-105.0,-84.0,-105.0,-76.0,-105.0,-81.0,-80.0,-62.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-45.0,-105.0,-62.0,-48.0,-105.0,-73.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-59.0,-105.0,-105.0,-105.0,-77.0,-105.0,-85.0,-83.0,-63.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-56.0,-105.0,-64.0,-54.0,-105.0,-84.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-61.0,-105.0,-83.0,-105.0,-79.0,-105.0,-85.0,-83.0,-65.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-105.0,-47.0,-105.0,-66.0,-56.0,-105.0,-80.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-59.0,-105.0,-105.0,-105.0,-78.0,-105.0,-87.0,-85.0,-58.0,-105.0,-105.0
dlt8,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-45.0,-105.0,-67.0,-60.0,-105.0,-77.0,-105.0,-105.0,-87.0,-86.0,-105.0,-105.0,-57.0,-105.0,-105.0,-105.0,-72.0,-105.0,-87.0,-78.0,-58.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.5,-85.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-85.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-84.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-87.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-88.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-83.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-84.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-87.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-69.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-87.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-91.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-90.0,-105.0,-105.0,-105.0,-105.0,-75.0,-105.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-81.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-105.0,-105.0,-105.0,-105.0,-105.0,-60.0,-83.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-65.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-85.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.5,-92.0,-105.0,-105.0,-105.0,-105.0,-71.5,-84.5,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-85.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-72.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-105.0,-86.0,-105.0,-64.0,-82.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-78.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-67.0,-77.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-89.0,-105.0,-68.0,-80.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-85.0,-105.0,-72.0,-79.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0,-89.0,-105.0,-61.0,-78.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0,-87.0,-105.0,-61.0,-76.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0,-89.0,-105.0,-63.0,-78.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0,-91.0,-105.0,-66.0,-80.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-105.0,-105.0,-105.0,-88.0,-105.0,-65.0,-78.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-77.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-84.0,-105.0,-69.0,-75.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0,-105.0,-86.0,-105.0,-70.0,-78.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-80.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-86.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-83.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-69.0,-105.0,-105.0,-105.0,-105.0,-105.0,-76.0,-81.0,-105.0,-105.0,-105.0
iotLab2,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-80.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-62.0,-105.0,-105.0,-105.0,-85.0,-105.0,-68.0,-76.0,-105.0,-105.0,-105.0
