"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.620335040E-1,3.004723191E-1,3.080140591E0,7.506421089E0,8.119353868E0
4.645471490E-1,2.477998734E-1,3.118447781E0,7.669226646E0,8.282702379E0
4.670607950E-1,2.142810524E-1,3.142389774E0,7.879916191E0,8.486083257E0
4.695744930E-1,1.999158412E-1,3.223792553E0,8.143278122E0,8.760467073E0
4.720882430E-1,1.759738177E-1,3.281253338E0,8.349180222E0,8.972535908E0
4.746019930E-1,1.759738177E-1,3.348291159E0,8.535927773E0,9.170827847E0
4.771157950E-1,1.328781992E-1,3.381809950E0,8.689156532E0,9.325005973E0
4.796295970E-1,1.185129806E-1,3.405751944E0,8.813654900E0,9.449534608E0
4.821433990E-1,1.185129806E-1,3.429693937E0,8.904634476E0,9.543026825E0
4.846572010E-1,1.280897856E-1,3.463212729E0,8.966883659E0,9.613285180E0
4.871710040E-1,1.616086215E-1,3.501519918E0,9.048286438E0,9.703517226E0
4.896848060E-1,1.951274425E-1,3.530250311E0,9.120112419E0,9.781471899E0
4.921986080E-1,2.525882721E-1,3.597288132E0,9.191938400E0,9.874007003E0
4.947124100E-1,3.483563364E-1,3.649960518E0,9.321226120E0,1.001642752E1
4.972262120E-1,5.542576909E-1,3.760093689E0,9.464878082E0,1.019948152E1
4.997400140E-1,6.979097724E-1,3.807977915E0,9.536704063E0,1.029254576E1
5.022538160E-1,6.500257850E-1,3.822343111E0,9.450512886E0,1.021494171E1
5.047673060E-1,6.212953329E-1,3.851073503E0,9.426570892E0,1.020181424E1
5.072802220E-1,5.542576909E-1,3.846285105E0,9.302072525E0,1.008115390E1
5.097930870E-1,4.489128292E-1,3.841496706E0,9.148842812E0,9.932771238E0
5.123059510E-1,3.100491166E-1,3.807977915E0,8.981248856E0,9.760105392E0
5.148188680E-1,1.520318091E-1,3.798400879E0,8.851962090E0,9.633701041E0
5.173318370E-1,3.232172132E-2,3.769670486E0,8.741828918E0,9.520033251E0
5.198449100E-1,-6.823474914E-2,3.740940094E0,8.674791336E0,9.447290272E0
5.223580870E-1,-1.592144072E-1,3.712209702E0,8.588600159E0,9.357879182E0
5.248713680E-1,-2.454056740E-1,3.697844505E0,8.502408981E0,9.274979052E0
5.273847540E-1,-3.028665185E-1,3.659537315E0,8.425794601E0,9.191189050E0
5.298982950E-1,-3.459621370E-1,3.649960518E0,8.353968620E0,9.123085733E0
5.324119930E-1,-4.560954273E-1,3.702632904E0,8.296507835E0,9.096678280E0
5.349257950E-1,-7.290344238E-1,3.961206675E0,8.296507835E0,9.222510058E0
5.374397010E-1,-8.774749041E-1,4.124012470E0,8.277354240E0,9.289350585E0
5.399536600E-1,-9.062053561E-1,4.205415249E0,8.310873032E0,9.358276343E0
5.424676700E-1,-9.253589511E-1,4.286818027E0,8.373122215E0,9.452104190E0
5.449817330E-1,-9.253589511E-1,4.349067211E0,8.411429405E0,9.514348082E0
5.474957950E-1,-9.205705523E-1,4.392162800E0,8.459313393E0,9.575934799E0
5.500098580E-1,-8.774749041E-1,4.416105270E0,8.483255386E0,9.604039250E0
5.525235040E-1,-8.104372621E-1,4.406527996E0,8.454524994E0,9.568348364E0
5.550371490E-1,-7.721300721E-1,4.454412460E0,8.473678589E0,9.604228446E0
5.575506910E-1,-7.098808289E-1,4.440047264E0,8.430583000E0,9.554720311E0
5.600641810E-1,-6.428431273E-1,4.382586002E0,8.353968620E0,9.455638480E0
5.625776700E-1,-5.422866940E-1,4.363432407E0,8.306084633E0,9.398119980E0
5.650911600E-1,-4.417302012E-1,4.272452831E0,8.205527306E0,9.261730785E0
5.676042850E-1,-3.938461840E-1,4.214992046E0,8.071452141E0,9.114253257E0
5.701174100E-1,-3.315969408E-1,4.114435673E0,7.932588577E0,8.942287122E0
5.726305350E-1,-2.741360962E-1,4.004302502E0,7.808090210E0,8.779285953E0
5.751436600E-1,-2.406172752E-1,3.932476282E0,7.788936615E0,8.728676874E0
5.776567850E-1,-1.879448295E-1,3.846285105E0,7.808090210E0,8.706061400E0
5.801699620E-1,-2.023100406E-1,3.774458885E0,7.846397400E0,8.709386970E0
5.826831910E-1,-2.214636505E-1,3.736151695E0,7.923011780E0,8.762533384E0
5.851964720E-1,-2.693476975E-1,3.602076530E0,7.980473042E0,8.759877481E0
5.877098580E-1,-4.177882075E-1,3.314772367E0,8.004414558E0,8.673690982E0
5.902233470E-1,-4.752490520E-1,3.132812977E0,8.114547729E0,8.711272218E0
5.927369410E-1,-4.848258495E-1,3.060986757E0,8.253412247E0,8.816093792E0
5.952506390E-1,-5.135562420E-1,2.979583979E0,8.368333817E0,8.897790263E0
5.977644410E-1,-5.710170865E-1,2.902969599E0,8.516774178E0,9.016026586E0
6.002783470E-1,-6.524199843E-1,2.845508814E0,8.655637741E0,9.134694136E0
6.027923060E-1,-7.386112213E-1,2.802412987E0,8.770559311E0,9.236978711E0
6.053063160E-1,-8.200140595E-1,2.778470993E0,8.875904083E0,9.336701635E0
6.078203260E-1,-8.583213091E-1,2.725798607E0,8.952518463E0,9.397567789E0
6.103343370E-1,-8.774749041E-1,2.706645012E0,9.009979248E0,9.448577431E0
6.128483470E-1,-8.870517015E-1,2.692279816E0,9.062651634E0,9.495624570E0
6.153623060E-1,-8.439561129E-1,2.682703018E0,9.120112419E0,9.543878035E0
6.178756390E-1,-8.535329103E-1,2.725798607E0,9.158419609E0,9.593494995E0
6.203889720E-1,-8.248024583E-1,2.735375404E0,9.187150002E0,9.621138334E0
6.229023060E-1,-7.386112213E-1,2.725798607E0,9.167996407E0,9.593105998E0
6.254156390E-1,-6.572083831E-1,2.706645012E0,9.134477615E0,9.549687502E0
6.279289720E-1,-5.566518903E-1,2.740163803E0,9.100958824E0,9.520809341E0
6.304423060E-1,-4.704606235E-1,2.740163803E0,9.057863235E0,9.474952098E0
6.329556390E-1,-3.746925592E-1,2.764105797E0,9.005190849E0,9.427308078E0
6.354689720E-1,-2.549824715E-1,2.788047791E0,8.928576469E0,9.357227384E0
6.379823060E-1,-1.640028208E-1,2.850297213E0,8.866327286E0,9.314657839E0
6.404956390E-1,-2.035071515E-2,2.869450808E0,8.851962090E0,9.305449743E0
6.430089720E-1,8.978256583E-2,2.922123194E0,8.837596893E0,9.308597301E0
6.455223060E-1,1.759738177E-1,3.017891169E0,8.871115685E0,9.372050329E0
6.480356390E-1,3.339911401E-1,2.960430384E0,8.861538887E0,9.348934142E0
6.505489720E-1,4.441244006E-1,2.907757998E0,8.904634476E0,9.377889859E0
6.530623060E-1,4.920084476E-1,2.931699991E0,8.971672058E0,9.451340469E0
6.555756390E-1,5.446808934E-1,2.941276789E0,9.014767647E0,9.498095712E0
6.580888160E-1,5.877765417E-1,2.936488390E0,9.057863235E0,9.540090761E0
6.606018370E-1,6.165069342E-1,2.941276789E0,9.081805229E0,9.566105590E0
6.631148580E-1,6.165069342E-1,2.936488390E0,9.110535622E0,9.591918691E0
6.656278790E-1,6.212953329E-1,2.922123194E0,9.191938400E0,9.665223402E0
6.681408990E-1,5.973533392E-1,2.883816004E0,9.239823341E0,9.697812183E0
6.706539200E-1,5.542576909E-1,2.869450808E0,9.282918930E0,9.732087823E0
6.731669410E-1,5.159504414E-1,2.835932016E0,9.349956512E0,9.784191435E0
6.756799620E-1,4.776432514E-1,2.816778183E0,9.416994095E0,9.840841437E0
6.781929830E-1,4.249708056E-1,2.797624588E0,9.469666481E0,9.883414733E0
6.807060560E-1,3.483563364E-1,2.792836189E0,9.560646057E0,9.966305190E0
6.832191810E-1,3.148375154E-1,2.788047791E0,9.584588051E0,9.986824383E0
6.857323580E-1,3.196259141E-1,2.802412987E0,9.598953247E0,1.000477799E1
6.882455870E-1,3.100491166E-1,2.802412987E0,9.603741646E0,1.000907102E1
6.907588680E-1,2.956839204E-1,2.811989784E0,9.584588051E0,9.992949696E0
6.932722010E-1,3.292027414E-1,2.840720415E0,9.541492462E0,9.960830554E0
