"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.815642710E-1,-1.447294950E0,1.801636815E0,8.947730064E0,9.241343582E0
7.840770830E-1,-1.461660147E0,1.801636815E0,8.851962090E0,9.150933200E0
7.865899480E-1,-1.490390539E0,1.777694821E0,8.837596893E0,9.136989750E0
7.891028120E-1,-1.533486247E0,1.792060018E0,8.847173691E0,9.156175047E0
7.916156770E-1,-1.552639842E0,1.782483220E0,8.890269279E0,9.199175222E0
7.941282290E-1,-1.581370234E0,1.782483220E0,9.009979248E0,9.319748081E0
7.966407290E-1,-1.629254222E0,1.782483220E0,9.124900818E0,9.439042890E0
7.991532290E-1,-1.567005038E0,1.796848416E0,9.287707329E0,9.588830817E0
8.016657290E-1,-1.557428241E0,1.777694821E0,9.479243279E0,9.769433696E0
8.041782290E-1,-1.557428241E0,1.820790410E0,9.450512886E0,9.749515591E0
8.066907290E-1,-1.600523829E0,1.825578809E0,9.531915665E0,9.836250848E0
8.092032290E-1,-1.662773132E0,1.863885999E0,9.541492462E0,9.863009881E0
8.117157810E-1,-1.710657120E0,1.849520802E0,9.551069260E0,9.877752729E0
8.142283850E-1,-1.792060018E0,1.892616391E0,9.560646057E0,9.909562500E0
8.167410410E-1,-1.897404790E0,1.897404790E0,9.579799652E0,9.948510001E0
8.192537500E-1,-1.935712099E0,1.892616391E0,9.627683640E0,1.000106346E1
8.217665100E-1,-1.978807688E0,1.897404790E0,9.689932823E0,1.007028415E1
8.242793230E-1,-1.997961283E0,1.897404790E0,9.747393608E0,1.012934728E1
8.267921870E-1,-2.012326479E0,1.887827992E0,9.828796387E0,1.020875070E1
8.293051040E-1,-2.017114878E0,1.854309201E0,9.914987564E0,1.028660262E1
8.318180730E-1,-2.017114878E0,1.806425214E0,9.967659950E0,1.032889972E1
8.343310410E-1,-1.969230890E0,1.825578809E0,1.005863953E1,1.041089993E1
8.368440100E-1,-1.897404790E0,1.854309201E0,1.012567711E1,1.046747078E1
