timestamp_ms,az,label
116000,9.69,stairs
116020,12.55,stairs
116040,9.8,stairs
116060,9.94,stairs
116080,10.15,stairs
116100,9.55,stairs
116120,12.88,stairs
116140,10.38,stairs
116160,14.2,stairs
116180,8.98,stairs
116200,8.81,stairs
116220,10.46,stairs
116240,15.16,stairs
116260,10.54,stairs
116280,14.49,stairs
116300,9.1,stairs
116320,10.51,stairs
116340,12.46,stairs
116360,9.24,stairs
116380,11.01,stairs
116400,9.2,stairs
116420,10.03,stairs
116440,10.51,stairs
116460,9.05,stairs
116480,9.37,stairs
116500,10.7,stairs
116520,8.85,stairs
116540,8.72,stairs
116560,9.0,stairs
116580,8.53,stairs
116600,10.92,stairs
116620,8.56,stairs
116640,9.31,stairs
116660,11.62,stairs
116680,8.82,stairs
116700,9.41,stairs
116720,12.22,stairs
116740,9.17,stairs
116760,12.35,stairs
116780,8.89,stairs
116800,11.79,stairs
116820,8.88,stairs
116840,9.11,stairs
116860,10.84,stairs
116880,8.88,stairs
116900,9.34,stairs
116920,8.97,stairs
116940,9.4,stairs
116960,10.27,stairs
116980,9.59,stairs
117000,9.06,stairs
117020,10.01,stairs
117040,9.52,stairs
117060,9.12,stairs
117080,9.56,stairs
117100,9.29,stairs
117120,9.66,stairs
117140,9.59,stairs
117160,9.34,stairs
117180,9.52,stairs
117200,9.68,stairs
117220,9.45,stairs
117240,9.67,stairs
117260,9.27,stairs
117280,9.75,stairs
117300,9.48,stairs
117320,9.35,stairs
117340,9.74,stairs
117360,9.87,stairs
117380,9.75,stairs
117400,10.1,stairs
117420,9.42,stairs
117440,10.22,stairs
117460,10.33,stairs
117480,9.24,stairs
117500,10.12,stairs
117520,9.1,stairs
117540,9.96,stairs
117560,10.52,stairs
117580,10.35,stairs
117600,8.99,stairs
117620,9.85,stairs
117640,9.91,stairs
117660,10.05,stairs
117680,8.74,stairs
117700,10.27,stairs
117720,10.19,stairs
117740,8.73,stairs
117760,8.97,stairs
117780,10.62,stairs
117800,9.83,stairs
117820,9.24,stairs
117840,10.89,stairs
117860,9.8,stairs
117880,9.3,stairs
117900,10.89,stairs
117920,9.77,stairs
117940,10.11,stairs
117960,9.25,stairs
117980,10.94,stairs
118000,10.4,stairs
118020,11.25,stairs
118040,9.17,stairs
118060,9.13,stairs
118080,11.38,stairs
118100,10.36,stairs
118120,11.58,stairs
118140,10.5,stairs
118160,9.39,stairs
118180,12.13,stairs
118200,10.71,stairs
118220,9.4,stairs
118240,10.73,stairs
118260,13.13,stairs
118280,8.97,stairs
118300,13.55,stairs
118320,10.62,stairs
118340,8.73,stairs
118360,10.77,stairs
118380,8.82,stairs
118400,13.05,stairs
118420,12.48,stairs
118440,8.91,stairs
118460,11.04,stairs
118480,11.49,stairs
118500,9.03,stairs
118520,12.02,stairs
118540,9.06,stairs
118560,11.61,stairs
118580,11.7,stairs
118600,11.32,stairs
118620,11.91,stairs
118640,8.77,stairs
118660,11.1,stairs
118680,12.77,stairs
118700,8.5,stairs
118720,10.97,stairs
118740,13.04,stairs
118760,8.5,stairs
118780,8.67,stairs
118800,10.91,stairs
118820,13.0,stairs
118840,12.96,stairs
118860,9.23,stairs
118880,10.85,stairs
118900,10.54,stairs
118920,9.62,stairs
118940,12.77,stairs
118960,10.31,stairs
118980,12.61,stairs
119000,10.03,stairs
119020,11.2,stairs
119040,9.55,stairs
119060,12.04,stairs
119080,11.31,stairs
119100,9.28,stairs
119120,11.98,stairs
119140,9.38,stairs
119160,12.59,stairs
119180,10.92,stairs
119200,10.79,stairs
119220,9.77,stairs
119240,13.07,stairs
119260,10.79,stairs
119280,9.74,stairs
119300,14.35,stairs
119320,9.61,stairs
119340,14.57,stairs
119360,10.58,stairs
119380,12.87,stairs
119400,9.63,stairs
119420,10.34,stairs
119440,11.51,stairs
119460,9.77,stairs
119480,9.92,stairs
119500,9.89,stairs
119520,10.18,stairs
119540,11.67,stairs
119560,9.52,stairs
119580,10.59,stairs
119600,12.3,stairs
119620,9.09,stairs
119640,10.64,stairs
119660,12.5,stairs
119680,8.8,stairs
119700,10.11,stairs
119720,11.82,stairs
119740,9.33,stairs
119760,8.66,stairs
119780,11.55,stairs
119800,11.79,stairs
119820,8.8,stairs
119840,8.99,stairs
119860,8.94,stairs
119880,12.01,stairs
119900,9.37,stairs
119920,9.36,stairs
119940,11.67,stairs
119960,9.08,stairs
119980,9.09,stairs
120000,11.35,stairs
120020,9.34,stairs
120040,8.73,stairs
120060,9.71,stairs
120080,11.45,stairs
120100,9.84,stairs
120120,11.47,stairs
120140,8.74,stairs
120160,9.95,stairs
120180,11.06,stairs
120200,9.11,stairs
120220,9.99,stairs
120240,9.57,stairs
120260,10.65,stairs
120280,10.15,stairs
120300,9.75,stairs
120320,9.5,stairs
120340,9.34,stairs
120360,9.96,stairs
120380,9.45,stairs
120400,9.4,stairs
120420,10.15,stairs
120440,9.57,stairs
120460,9.73,stairs
120480,10.13,stairs
120500,9.55,stairs
120520,9.81,stairs
120540,9.64,stairs
120560,10.07,stairs
120580,9.6,stairs
120600,10.22,stairs
120620,9.34,stairs
120640,9.66,stairs
120660,10.26,stairs
120680,9.08,stairs
120700,9.64,stairs
120720,10.39,stairs
120740,9.22,stairs
120760,10.48,stairs
120780,9.51,stairs
120800,9.73,stairs
120820,9.26,stairs
120840,10.01,stairs
120860,10.63,stairs
120880,9.05,stairs
120900,10.7,stairs
120920,10.16,stairs
120940,9.2,stairs
120960,10.91,stairs
120980,10.06,stairs
121000,9.4,stairs
121020,11.39,stairs
121040,9.84,stairs
121060,9.64,stairs
121080,11.82,stairs
121100,9.63,stairs
121120,9.32,stairs
121140,9.6,stairs
121160,11.79,stairs
121180,11.59,stairs
121200,9.59,stairs
121220,8.83,stairs
121240,11.96,stairs
121260,9.65,stairs
121280,8.73,stairs
121300,12.72,stairs
121320,9.86,stairs
121340,8.92,stairs
121360,9.0,stairs
121380,9.91,stairs
121400,13.65,stairs
121420,14.46,stairs
121440,10.19,stairs
121460,8.62,stairs
121480,8.37,stairs
121500,14.02,stairs
121520,10.35,stairs
121540,8.38,stairs
121560,13.06,stairs
121580,10.42,stairs
121600,8.49,stairs
121620,12.13,stairs
121640,10.38,stairs
121660,8.38,stairs
121680,11.23,stairs
121700,10.35,stairs
121720,10.45,stairs
121740,8.19,stairs
121760,10.36,stairs
121780,8.34,stairs
121800,9.92,stairs
121820,10.81,stairs
121840,11.11,stairs
121860,9.98,stairs
121880,9.22,stairs
121900,11.08,stairs
121920,9.85,stairs
121940,10.18,stairs
121960,11.08,stairs
121980,9.85,stairs
122000,10.28,stairs
122020,9.93,stairs
122040,11.28,stairs
122060,9.86,stairs
122080,11.99,stairs
122100,10.19,stairs
122120,9.81,stairs
122140,12.67,stairs
122160,9.78,stairs
122180,10.63,stairs
122200,9.68,stairs
122220,13.09,stairs
122240,11.04,stairs
122260,11.03,stairs
122280,13.3,stairs
122300,9.34,stairs
122320,9.15,stairs
122340,11.17,stairs
122360,13.21,stairs
122380,8.94,stairs
122400,11.53,stairs
122420,13.03,stairs
122440,8.77,stairs
122460,12.93,stairs
122480,12.5,stairs
122500,12.49,stairs
122520,14.33,stairs
122540,8.59,stairs
122560,8.43,stairs
122580,11.75,stairs
122600,15.19,stairs
122620,11.26,stairs
122640,8.25,stairs
122660,13.96,stairs
122680,8.26,stairs
122700,10.89,stairs
122720,12.99,stairs
122740,13.06,stairs
122760,8.49,stairs
122780,10.85,stairs
122800,13.37,stairs
122820,10.88,stairs
122840,8.63,stairs
122860,8.79,stairs
122880,10.63,stairs
122900,13.43,stairs
122920,8.95,stairs
122940,10.33,stairs
122960,12.59,stairs
122980,9.3,stairs
123000,11.85,stairs
123020,10.01,stairs
123040,9.45,stairs
123060,11.44,stairs
123080,10.06,stairs
123100,10.95,stairs
123120,9.56,stairs
123140,10.15,stairs
123160,10.49,stairs
123180,9.72,stairs
123200,9.98,stairs
123220,9.8,stairs
123240,10.15,stairs
123260,9.91,stairs
123280,9.23,stairs
123300,10.05,stairs
123320,10.07,stairs
123340,9.82,stairs
123360,10.13,stairs
123380,9.0,stairs
123400,9.96,stairs
123420,9.47,stairs
123440,8.87,stairs
123460,8.77,stairs
123480,9.18,stairs
123500,9.79,stairs
123520,9.35,stairs
123540,8.79,stairs
123560,9.81,stairs
123580,8.79,stairs
123600,9.97,stairs
123620,9.48,stairs
123640,8.74,stairs
123660,10.46,stairs
123680,9.7,stairs
123700,9.02,stairs
123720,9.76,stairs
123740,10.88,stairs
123760,9.25,stairs
123780,9.79,stairs
123800,10.75,stairs
123820,10.55,stairs
123840,9.47,stairs
123860,9.68,stairs
123880,10.04,stairs
123900,9.38,stairs
123920,10.57,stairs
123940,9.2,stairs
123960,10.7,stairs
123980,10.24,stairs
124000,10.87,stairs
124020,9.3,stairs
124040,10.12,stairs
124060,9.92,stairs
124080,9.41,stairs
124100,10.78,stairs
124120,10.84,stairs
124140,9.81,stairs
124160,9.56,stairs
124180,11.23,stairs
124200,9.79,stairs
124220,9.74,stairs
124240,9.64,stairs
124260,11.87,stairs
124280,9.67,stairs
124300,9.78,stairs
124320,9.64,stairs
124340,12.86,stairs
124360,10.16,stairs
124380,9.38,stairs
124400,13.56,stairs
124420,10.33,stairs
124440,9.49,stairs
124460,13.67,stairs
124480,10.28,stairs
124500,13.39,stairs
124520,9.7,stairs
124540,10.21,stairs
124560,9.92,stairs
124580,13.27,stairs
124600,10.06,stairs
124620,13.15,stairs
124640,10.35,stairs
124660,10.03,stairs
124680,12.39,stairs
124700,10.58,stairs
124720,10.66,stairs
124740,11.03,stairs
124760,10.13,stairs
124780,10.86,stairs
124800,9.96,stairs
124820,10.18,stairs
124840,11.26,stairs
124860,9.55,stairs
124880,10.47,stairs
124900,11.55,stairs
124920,10.44,stairs
124940,9.67,stairs
124960,9.91,stairs
124980,10.37,stairs
125000,11.74,stairs
125020,10.22,stairs
125040,11.4,stairs
125060,9.93,stairs
125080,9.73,stairs
125100,10.36,stairs
125120,11.12,stairs
125140,9.49,stairs
125160,10.41,stairs
125180,10.68,stairs
125200,10.64,stairs
125220,9.48,stairs
125240,10.89,stairs
125260,9.37,stairs
125280,11.74,stairs
125300,10.73,stairs
125320,10.69,stairs
125340,9.27,stairs
125360,12.28,stairs
125380,9.12,stairs
125400,12.39,stairs
125420,10.8,stairs
125440,10.78,stairs
125460,9.08,stairs
125480,12.13,stairs
125500,11.09,stairs
125520,8.91,stairs
125540,11.31,stairs
125560,10.18,stairs
125580,8.88,stairs
125600,11.09,stairs
125620,11.21,stairs
125640,9.21,stairs
125660,8.75,stairs
125680,8.82,stairs
125700,11.5,stairs
125720,8.74,stairs
125740,8.79,stairs
125760,12.08,stairs
125780,8.98,stairs
125800,12.21,stairs
125820,9.59,stairs
125840,8.94,stairs
125860,9.06,stairs
125880,10.06,stairs
125900,12.24,stairs
125920,12.22,stairs
125940,9.23,stairs
125960,10.62,stairs
125980,11.36,stairs
126000,12.68,stairs
126020,9.18,stairs
126040,12.99,stairs
126060,9.34,stairs
126080,11.4,stairs
126100,10.32,stairs
126120,9.58,stairs
126140,13.13,stairs
126160,12.86,stairs
126180,9.09,stairs
126200,9.67,stairs
126220,9.61,stairs
126240,8.3,stairs
126260,11.88,stairs
126280,9.53,stairs
126300,7.92,stairs
126320,11.37,stairs
126340,8.04,stairs
126360,9.39,stairs
126380,10.96,stairs
126400,9.35,stairs
126420,8.36,stairs
126440,10.87,stairs
126460,9.38,stairs
126480,10.81,stairs
126500,8.82,stairs
126520,10.55,stairs
126540,9.48,stairs
126560,9.23,stairs
126580,9.82,stairs
126600,10.15,stairs
126620,9.4,stairs
126640,10.01,stairs
126660,10.28,stairs
126680,9.73,stairs
126700,10.46,stairs
126720,9.69,stairs
126740,10.68,stairs
126760,10.6,stairs
126780,11.42,stairs
126800,9.87,stairs
126820,9.94,stairs
126840,10.37,stairs
126860,12.08,stairs
126880,9.87,stairs
126900,12.53,stairs
126920,9.99,stairs
126940,12.35,stairs
126960,9.84,stairs
126980,9.44,stairs
127000,12.48,stairs
127020,9.97,stairs
127040,9.18,stairs
127060,10.25,stairs
127080,8.97,stairs
127100,12.67,stairs
127120,12.94,stairs
127140,10.46,stairs
127160,8.93,stairs
127180,10.48,stairs
127200,8.89,stairs
127220,13.01,stairs
127240,13.17,stairs
127260,10.62,stairs
127280,8.78,stairs
127300,8.7,stairs
127320,12.81,stairs
127340,11.03,stairs
127360,11.31,stairs
127380,8.82,stairs
127400,12.45,stairs
127420,11.26,stairs
127440,9.14,stairs
127460,11.76,stairs
127480,9.38,stairs
127500,10.89,stairs
127520,11.0,stairs
127540,10.82,stairs
127560,9.47,stairs
127580,10.46,stairs
127600,10.48,stairs
127620,9.36,stairs
127640,11.0,stairs
127660,9.39,stairs
127680,10.6,stairs
127700,11.34,stairs
127720,9.66,stairs
127740,11.57,stairs
127760,10.44,stairs
127780,10.28,stairs
127800,9.99,stairs
127820,11.31,stairs
127840,10.07,stairs
127860,10.1,stairs
127880,10.69,stairs
127900,10.24,stairs
127920,9.74,stairs
127940,10.04,stairs
127960,9.94,stairs
127980,9.62,stairs
128000,9.6,stairs
128020,9.11,stairs
128040,9.6,stairs
128060,9.71,stairs
128080,9.75,stairs
128100,9.74,stairs
128120,8.37,stairs
128140,10.01,stairs
128160,7.85,stairs
128180,9.78,stairs
128200,10.43,stairs
128220,9.74,stairs
128240,7.75,stairs
128260,10.81,stairs
128280,8.14,stairs
128300,9.96,stairs
128320,11.01,stairs
128340,8.49,stairs
128360,10.28,stairs
128380,10.92,stairs
128400,8.65,stairs
128420,10.47,stairs
128440,10.47,stairs
128460,8.53,stairs
128480,10.39,stairs
128500,10.32,stairs
128520,8.61,stairs
128540,9.9,stairs
128560,10.35,stairs
128580,8.72,stairs
128600,9.37,stairs
128620,10.46,stairs
128640,9.14,stairs
128660,9.03,stairs
128680,9.45,stairs
128700,10.83,stairs
128720,8.86,stairs
128740,10.93,stairs
128760,9.51,stairs
128780,9.12,stairs
128800,11.04,stairs
128820,9.4,stairs
128840,9.46,stairs
128860,9.31,stairs
128880,9.66,stairs
128900,11.37,stairs
128920,11.46,stairs
128940,9.28,stairs
128960,9.9,stairs
128980,10.09,stairs
129000,9.4,stairs
129020,11.34,stairs
129040,9.44,stairs
129060,10.23,stairs
129080,11.54,stairs
129100,10.26,stairs
129120,12.11,stairs
129140,9.84,stairs
129160,10.07,stairs
129180,10.23,stairs
129200,12.75,stairs
129220,10.11,stairs
129240,13.26,stairs
129260,10.05,stairs
129280,9.79,stairs
129300,13.38,stairs
129320,10.09,stairs
129340,13.26,stairs
129360,9.74,stairs
129380,10.24,stairs
129400,9.68,stairs
129420,10.41,stairs
129440,13.06,stairs
129460,10.55,stairs
129480,9.53,stairs
129500,12.99,stairs
129520,10.61,stairs
129540,12.38,stairs
129560,9.53,stairs
129580,10.76,stairs
129600,11.7,stairs
129620,9.59,stairs
129640,11.0,stairs
129660,10.87,stairs
129680,9.57,stairs
129700,9.67,stairs
129720,11.48,stairs
129740,10.47,stairs
129760,12.06,stairs
129780,10.39,stairs
129800,9.94,stairs
129820,10.3,stairs
129840,12.54,stairs
129860,10.1,stairs
129880,10.23,stairs
129900,12.39,stairs
129920,10.24,stairs
129940,10.37,stairs
129960,12.23,stairs
129980,10.39,stairs
130000,10.59,stairs
130020,11.89,stairs
130040,10.43,stairs
130060,10.97,stairs
130080,11.92,stairs
130100,10.35,stairs
130120,9.96,stairs
130140,12.75,stairs
130160,11.03,stairs
130180,13.33,stairs
130200,9.29,stairs
130220,10.86,stairs
130240,9.02,stairs
130260,12.75,stairs
130280,10.92,stairs
130300,12.04,stairs
130320,11.5,stairs
130340,9.04,stairs
130360,11.89,stairs
130380,8.97,stairs
130400,11.55,stairs
130420,8.93,stairs
130440,11.33,stairs
130460,11.42,stairs
130480,8.83,stairs
130500,10.87,stairs
130520,10.71,stairs
130540,10.37,stairs
130560,10.15,stairs
130580,8.96,stairs
130600,10.13,stairs
130620,9.09,stairs
130640,10.07,stairs
130660,10.25,stairs
130680,9.14,stairs
130700,10.22,stairs
130720,10.32,stairs
130740,10.42,stairs
130760,8.96,stairs
130780,10.08,stairs
130800,8.81,stairs
130820,9.98,stairs
130840,9.62,stairs
130860,8.85,stairs
130880,9.44,stairs
130900,9.38,stairs
130920,8.95,stairs
130940,9.7,stairs
130960,10.02,stairs
130980,8.98,stairs
131000,10.24,stairs
131020,9.15,stairs
131040,10.75,stairs
131060,10.04,stairs
131080,11.32,stairs
131100,9.42,stairs
131120,9.23,stairs
131140,11.58,stairs
131160,8.9,stairs
131180,9.28,stairs
131200,11.65,stairs
131220,9.25,stairs
131240,9.36,stairs
131260,11.26,stairs
131280,9.73,stairs
131300,9.69,stairs
131320,10.57,stairs
131340,9.84,stairs
131360,9.65,stairs
131380,8.98,stairs
131400,9.99,stairs
131420,9.7,stairs
131440,9.96,stairs
131460,8.71,stairs
131480,8.92,stairs
131500,8.49,stairs
131520,8.81,stairs
131540,10.05,stairs
131560,8.65,stairs
131580,8.73,stairs
131600,10.16,stairs
131620,10.18,stairs
131640,9.1,stairs
131660,8.58,stairs
131680,9.58,stairs
131700,10.11,stairs
131720,8.36,stairs
131740,9.82,stairs
131760,9.94,stairs
131780,8.37,stairs
131800,8.84,stairs
131820,10.06,stairs
131840,9.87,stairs
131860,10.22,stairs
131880,10.11,stairs
131900,9.0,stairs
131920,9.17,stairs
131940,10.33,stairs
131960,10.37,stairs
131980,10.34,stairs
132000,10.46,stairs
132020,9.32,stairs
132040,9.61,stairs
132060,10.31,stairs
132080,10.26,stairs
132100,9.92,stairs
132120,10.0,stairs
132140,10.07,stairs
132160,9.84,stairs
132180,10.22,stairs
132200,10.17,stairs
132220,10.45,stairs
132240,10.58,stairs
132260,9.77,stairs
132280,10.28,stairs
132300,9.63,stairs
132320,10.86,stairs
132340,9.28,stairs
132360,11.09,stairs
132380,10.22,stairs
132400,9.04,stairs
132420,10.92,stairs
132440,10.35,stairs
132460,9.29,stairs
132480,11.0,stairs
132500,10.26,stairs
132520,11.45,stairs
132540,10.17,stairs
132560,9.68,stairs
132580,9.92,stairs
132600,11.97,stairs
132620,10.24,stairs
132640,10.69,stairs
132660,10.24,stairs
132680,12.35,stairs
132700,12.62,stairs
132720,11.55,stairs
132740,10.51,stairs
132760,12.86,stairs
132780,12.34,stairs
132800,10.52,stairs
132820,13.18,stairs
132840,12.48,stairs
132860,10.69,stairs
132880,13.11,stairs
132900,10.72,stairs
132920,12.24,stairs
132940,11.12,stairs
132960,12.74,stairs
132980,12.65,stairs
133000,12.2,stairs
133020,11.8,stairs
133040,13.01,stairs
133060,11.68,stairs
133080,13.05,stairs
133100,12.05,stairs
133120,13.55,stairs
133140,11.87,stairs
133160,11.3,stairs
133180,11.72,stairs
133200,13.87,stairs
133220,11.29,stairs
133240,13.44,stairs
133260,11.6,stairs
133280,11.21,stairs
133300,12.41,stairs
133320,11.17,stairs
133340,11.23,stairs
133360,11.24,stairs
133380,10.77,stairs
133400,11.2,stairs
133420,10.07,stairs
133440,10.83,stairs
133460,10.65,stairs
133480,9.45,stairs
133500,10.2,stairs
133520,10.69,stairs
133540,9.13,stairs
133560,9.74,stairs
133580,10.55,stairs
133600,9.44,stairs
133620,9.45,stairs
133640,10.28,stairs
133660,9.78,stairs
133680,9.9,stairs
133700,10.02,stairs
133720,9.76,stairs
133740,10.11,stairs
133760,10.37,stairs
133780,9.69,stairs
133800,10.67,stairs
133820,10.28,stairs
133840,9.46,stairs
133860,11.03,stairs
133880,10.15,stairs
133900,10.92,stairs
133920,9.35,stairs
133940,9.97,stairs
133960,9.97,stairs
133980,9.26,stairs
134000,10.11,stairs
134020,9.63,stairs
134040,9.22,stairs
134060,9.27,stairs
134080,9.19,stairs
134100,9.24,stairs
134120,8.93,stairs
134140,9.17,stairs
134160,8.86,stairs
134180,8.67,stairs
134200,9.27,stairs
134220,8.55,stairs
134240,9.27,stairs
134260,9.39,stairs
134280,9.23,stairs
134300,8.77,stairs
134320,9.32,stairs
134340,8.98,stairs
134360,8.9,stairs
134380,8.77,stairs
134400,8.77,stairs
134420,9.54,stairs
134440,8.79,stairs
134460,8.52,stairs
134480,9.94,stairs
134500,8.66,stairs
134520,10.15,stairs
134540,9.18,stairs
134560,10.24,stairs
134580,9.67,stairs
134600,8.78,stairs
134620,10.07,stairs
134640,9.04,stairs
134660,9.77,stairs
134680,9.18,stairs
134700,9.98,stairs
134720,10.09,stairs
134740,9.93,stairs
134760,9.19,stairs
134780,10.17,stairs
134800,9.21,stairs
134820,9.97,stairs
134840,10.1,stairs
134860,9.97,stairs
134880,9.45,stairs
134900,9.66,stairs
134920,9.5,stairs
134940,9.89,stairs
134960,9.36,stairs
134980,9.79,stairs
135000,9.43,stairs
135020,9.57,stairs
135040,9.54,stairs
135060,9.59,stairs
135080,9.47,stairs
135100,9.48,stairs
135120,9.36,stairs
135140,9.82,stairs
135160,9.51,stairs
135180,9.09,stairs
135200,9.65,stairs
135220,9.59,stairs
135240,8.8,stairs
135260,9.58,stairs
135280,9.53,stairs
135300,9.58,stairs
135320,8.84,stairs
135340,9.95,stairs
135360,8.55,stairs
135380,9.67,stairs
135400,10.04,stairs
135420,8.32,stairs
135440,9.52,stairs
135460,10.05,stairs
135480,9.74,stairs
135500,8.38,stairs
135520,8.76,stairs
135540,10.06,stairs
135560,9.97,stairs
135580,9.25,stairs
135600,10.16,stairs
135620,10.19,stairs
135640,10.33,stairs
135660,10.39,stairs
135680,9.43,stairs
135700,10.22,stairs
135720,10.64,stairs
135740,9.0,stairs
135760,10.35,stairs
135780,10.93,stairs
135800,8.78,stairs
135820,11.29,stairs
135840,8.89,stairs
135860,10.84,stairs
135880,9.21,stairs
135900,11.49,stairs
135920,11.42,stairs
135940,9.59,stairs
135960,11.37,stairs
135980,12.08,stairs
136000,9.83,stairs
136020,11.31,stairs
136040,12.67,stairs
136060,10.06,stairs
136080,12.93,stairs
136100,11.79,stairs
136120,13.25,stairs
136140,12.84,stairs
136160,11.15,stairs
136180,13.72,stairs
136200,13.83,stairs
136220,12.11,stairs
136240,14.19,stairs
136260,13.85,stairs
136280,12.41,stairs
136300,12.23,stairs
136320,13.66,stairs
136340,13.08,stairs
136360,13.31,stairs
136380,12.49,stairs
136400,12.04,stairs
136420,14.07,stairs
136440,11.41,stairs
136460,13.09,stairs
136480,11.12,stairs
136500,12.44,stairs
136520,15.4,stairs
136540,10.76,stairs
136560,13.87,stairs
136580,11.37,stairs
136600,10.46,stairs
136620,11.65,stairs
136640,10.59,stairs
136660,10.04,stairs
136680,10.52,stairs
136700,10.3,stairs
136720,10.21,stairs
136740,10.22,stairs
136760,10.39,stairs
136780,10.77,stairs
136800,10.64,stairs
136820,10.03,stairs
136840,10.94,stairs
136860,10.74,stairs
136880,9.75,stairs
136900,9.73,stairs
136920,10.36,stairs
136940,11.01,stairs
136960,9.95,stairs
136980,9.75,stairs
137000,11.31,stairs
137020,11.03,stairs
137040,9.35,stairs
137060,9.71,stairs
137080,10.44,stairs
137100,9.54,stairs
137120,9.72,stairs
137140,9.83,stairs
137160,9.36,stairs
137180,9.19,stairs
137200,8.86,stairs
137220,9.44,stairs
137240,8.84,stairs
137260,8.51,stairs
137280,9.4,stairs
137300,8.68,stairs
137320,8.36,stairs
137340,9.67,stairs
137360,8.99,stairs
137380,8.79,stairs
137400,9.81,stairs
137420,9.28,stairs
137440,9.35,stairs
137460,9.6,stairs
137480,9.25,stairs
137500,9.33,stairs
137520,9.08,stairs
137540,9.45,stairs
137560,9.58,stairs
137580,9.02,stairs
137600,9.07,stairs
137620,9.92,stairs
137640,9.11,stairs
137660,9.02,stairs
137680,10.04,stairs
137700,9.27,stairs
137720,9.28,stairs
137740,9.83,stairs
137760,9.54,stairs
137780,9.42,stairs
137800,9.49,stairs
137820,9.67,stairs
137840,9.45,stairs
137860,9.34,stairs
137880,9.58,stairs
137900,9.2,stairs
137920,9.62,stairs
137940,9.41,stairs
137960,9.08,stairs
137980,9.61,stairs
138000,9.91,stairs
138020,9.15,stairs
138040,9.96,stairs
138060,9.66,stairs
138080,9.43,stairs
138100,10.08,stairs
138120,9.37,stairs
138140,9.16,stairs
138160,9.34,stairs
138180,9.09,stairs
138200,9.93,stairs
138220,9.39,stairs
138240,9.8,stairs
138260,9.35,stairs
138280,9.46,stairs
138300,9.83,stairs
138320,9.69,stairs
138340,9.64,stairs
138360,9.96,stairs
138380,9.51,stairs
138400,9.04,stairs
138420,10.14,stairs
138440,9.78,stairs
138460,10.1,stairs
138480,8.47,stairs
138500,9.8,stairs
138520,10.09,stairs
138540,8.66,stairs
138560,9.84,stairs
138580,8.82,stairs
138600,9.97,stairs
138620,10.28,stairs
138640,8.55,stairs
138660,10.36,stairs
138680,10.09,stairs
138700,8.22,stairs
138720,10.19,stairs
138740,10.36,stairs
138760,8.16,stairs
138780,10.5,stairs
138800,10.42,stairs
138820,8.53,stairs
138840,10.52,stairs
138860,10.82,stairs
138880,10.67,stairs
138900,9.06,stairs
138920,10.99,stairs
138940,9.37,stairs
138960,10.61,stairs
138980,11.23,stairs
139000,9.64,stairs
139020,10.41,stairs
139040,11.18,stairs
139060,10.15,stairs
139080,11.09,stairs
139100,10.2,stairs
139120,10.07,stairs
139140,11.0,stairs
139160,10.47,stairs
139180,11.1,stairs
139200,10.18,stairs
139220,10.56,stairs
139240,10.24,stairs
139260,11.66,stairs
139280,10.97,stairs
139300,11.91,stairs
139320,10.25,stairs
139340,12.19,stairs
139360,13.31,stairs
139380,12.46,stairs
139400,10.31,stairs
139420,13.67,stairs
139440,12.6,stairs
139460,10.22,stairs
139480,12.26,stairs
139500,10.1,stairs
139520,12.48,stairs
139540,11.98,stairs
139560,11.58,stairs
139580,10.01,stairs
139600,10.84,stairs
139620,10.06,stairs
139640,12.95,stairs
139660,10.23,stairs
139680,13.96,stairs
139700,10.11,stairs
139720,10.32,stairs
139740,10.07,stairs
139760,13.38,stairs
139780,10.48,stairs
139800,9.96,stairs
139820,11.69,stairs
139840,10.89,stairs
139860,10.31,stairs
139880,9.88,stairs
139900,9.93,stairs
139920,10.85,stairs
139940,10.07,stairs
139960,11.09,stairs
139980,10.33,stairs
140000,11.03,stairs
140020,10.62,stairs
140040,11.35,stairs
140060,11.72,stairs
140080,10.69,stairs
140100,11.66,stairs
140120,12.09,stairs
140140,11.41,stairs
140160,10.65,stairs
140180,11.89,stairs
140200,10.71,stairs
140220,10.99,stairs
140240,10.49,stairs
140260,11.04,stairs
140280,9.9,stairs
140300,9.7,stairs
140320,11.1,stairs
140340,9.05,stairs
140360,9.25,stairs
140380,11.19,stairs
140400,8.91,stairs
140420,8.76,stairs
140440,8.57,stairs
140460,9.28,stairs
140480,11.56,stairs
140500,8.22,stairs
140520,9.45,stairs
140540,11.96,stairs
140560,8.21,stairs
140580,12.18,stairs
140600,9.68,stairs
140620,12.21,stairs
140640,8.48,stairs
140660,9.89,stairs
140680,9.89,stairs
140700,8.99,stairs
140720,12.55,stairs
140740,12.77,stairs
140760,10.14,stairs
140780,9.32,stairs
140800,10.2,stairs
140820,9.58,stairs
140840,12.85,stairs
140860,12.78,stairs
140880,9.76,stairs
140900,10.1,stairs
140920,9.77,stairs
140940,12.69,stairs
140960,10.05,stairs
140980,10.51,stairs
141000,9.62,stairs
141020,12.57,stairs
141040,12.44,stairs
141060,9.96,stairs
141080,10.82,stairs
141100,10.87,stairs
141120,9.69,stairs
141140,11.97,stairs
141160,9.55,stairs
141180,10.89,stairs
141200,11.43,stairs
141220,11.28,stairs
141240,9.41,stairs
141260,10.85,stairs
141280,11.27,stairs
141300,9.4,stairs
141320,10.81,stairs
141340,9.27,stairs
141360,10.57,stairs
141380,10.81,stairs
141400,10.99,stairs
