timestamp_ms,ax,ay,az,gx,gy,gz,label
13740,6.34,6.37,-3.94,0.22,-0.08,0.00,stairs
13760,6.33,6.35,-3.89,0.18,-0.00,0.00,stairs
13780,6.33,6.28,-3.97,0.14,0.01,-0.01,stairs
13800,6.28,6.04,-4.28,0.12,0.06,0.00,stairs
13820,6.22,5.95,-4.79,0.14,0.19,-0.03,stairs
13840,6.17,6.07,-4.83,0.12,0.03,-0.16,stairs
13860,5.75,6.00,-4.66,0.10,-0.00,-0.13,stairs
13880,5.91,6.08,-4.61,0.06,-0.03,-0.03,stairs
13900,6.34,6.03,-4.78,-0.00,0.03,0.06,stairs
13920,5.87,5.84,-4.89,-0.03,0.11,0.09,stairs
13940,5.88,5.92,-5.02,-0.09,0.13,0.11,stairs
13960,5.66,5.75,-4.98,-0.12,0.11,0.14,stairs
13980,5.43,5.79,-4.83,-0.10,0.04,0.19,stairs
14000,5.72,5.93,-4.87,-0.08,0.05,0.25,stairs
14020,5.71,5.98,-5.02,-0.02,0.05,0.30,stairs
14040,5.88,6.17,-5.09,0.02,0.00,0.34,stairs
14060,6.27,6.42,-5.00,-0.01,-0.04,0.40,stairs
14080,5.96,6.34,-4.82,-0.04,-0.01,0.36,stairs
14100,6.73,6.30,-4.48,-0.05,0.03,0.33,stairs
14120,6.34,6.63,-4.15,-0.12,0.16,0.41,stairs
14140,5.34,6.14,-4.39,-0.07,0.14,0.40,stairs
14160,5.03,5.94,-4.77,-0.02,-0.14,0.35,stairs
14180,5.60,6.28,-5.04,0.03,-0.28,0.18,stairs
14200,6.26,6.13,-4.82,-0.03,-0.28,0.07,stairs
14220,6.38,5.68,-4.58,-0.04,-0.26,0.10,stairs
14240,6.85,5.91,-4.62,0.01,-0.13,0.18,stairs
14260,7.20,5.89,-4.81,-0.04,-0.03,0.22,stairs
14280,6.96,5.71,-4.57,-0.07,0.16,0.22,stairs
14300,6.87,5.35,-4.17,-0.05,0.28,0.25,stairs
14320,6.62,4.86,-3.72,0.04,0.38,0.39,stairs
14340,7.02,5.09,-3.42,0.14,0.59,0.57,stairs
14360,7.58,5.33,-3.45,0.17,0.67,0.62,stairs
