timestamp_ms,ax,ay,az,gx,gy,gz,label
10880,10.04,-1.11,3.48,0.00,-0.17,0.14,stairs
10900,9.82,-0.57,3.45,0.18,0.02,0.09,stairs
10920,9.51,-0.20,3.31,0.17,0.16,0.03,stairs
10940,9.32,-0.12,3.62,0.16,0.14,-0.03,stairs
10960,9.37,0.14,3.52,0.06,0.08,-0.09,stairs
10980,9.46,0.16,3.40,-0.08,0.04,-0.09,stairs
11000,9.55,0.21,3.36,-0.14,0.03,-0.02,stairs
11020,9.59,0.06,3.48,-0.24,0.02,0.08,stairs
11040,9.62,-0.40,3.55,-0.27,-0.02,0.10,stairs
11060,9.69,-0.62,3.38,-0.16,-0.05,0.03,stairs
11080,9.89,-0.23,3.39,-0.05,-0.01,0.01,stairs
11100,9.91,-0.01,3.37,-0.09,0.03,0.06,stairs
11120,9.79,-0.20,3.43,-0.13,0.05,0.13,stairs
11140,9.72,-0.47,3.39,-0.14,0.03,0.09,stairs
11160,9.73,-0.55,3.33,-0.13,-0.03,-0.03,stairs
11180,9.84,-0.30,3.14,-0.07,-0.04,-0.09,stairs
11200,9.91,-0.03,3.17,-0.11,0.01,-0.04,stairs
11220,9.83,-0.22,3.27,-0.19,0.10,0.05,stairs
11240,9.65,-0.64,3.22,-0.17,0.14,0.01,stairs
11260,9.70,-0.58,3.30,-0.11,0.11,-0.09,stairs
11280,9.84,-0.22,3.06,-0.07,0.13,-0.09,stairs
11300,9.94,0.06,3.20,-0.16,0.14,-0.07,stairs
11320,9.83,-0.09,3.38,-0.16,0.20,0.04,stairs
11340,9.72,-0.25,3.71,-0.16,0.17,0.05,stairs
11360,9.95,-0.40,3.74,-0.18,0.07,-0.12,stairs
11380,10.23,-0.46,3.49,-0.04,0.11,-0.20,stairs
11400,10.35,-0.31,3.50,0.19,0.25,-0.17,stairs
11420,10.27,0.08,3.63,0.34,0.35,-0.17,stairs
11440,10.07,0.48,4.03,0.33,0.40,-0.19,stairs
11460,9.59,0.35,4.21,0.30,0.45,-0.05,stairs
11480,9.17,-0.02,4.33,0.29,0.41,0.01,stairs
11500,9.13,-0.32,4.67,0.26,0.05,-0.08,stairs
11520,9.56,-0.03,4.13,0.29,-0.11,-0.02,stairs
11540,9.90,-0.10,4.13,0.17,-0.15,0.11,stairs
11560,9.95,-0.67,3.97,0.24,-0.01,0.34,stairs
11580,9.65,-0.96,3.83,0.47,0.21,0.44,stairs
11600,9.30,-0.66,4.52,0.57,0.27,0.35,stairs
11620,9.14,-0.17,4.52,0.43,0.15,0.26,stairs
11640,9.18,-0.18,4.57,0.12,-0.04,0.34,stairs
11660,9.48,-0.85,4.35,-0.13,-0.25,0.31,stairs
11680,9.97,-1.26,4.13,-0.08,-0.24,0.32,stairs
11700,10.18,-1.48,4.15,0.08,-0.00,0.44,stairs
11720,10.00,-1.55,4.40,0.21,0.18,0.44,stairs
11740,9.50,-1.63,4.51,0.24,0.29,0.50,stairs
11760,8.91,-1.83,4.68,0.24,0.32,0.41,stairs
11780,8.53,-1.75,5.04,0.30,0.25,0.22,stairs
11800,8.29,-1.40,4.86,0.31,0.16,0.06,stairs
11820,8.24,-0.92,4.79,0.30,0.17,0.09,stairs
