timestamp_ms,ax,ay,az,gx,gy,gz,label
38300,-0.12,-11.18,-0.38,-0.03,-0.05,-0.41,stationary
38320,1.41,-12.27,-1.67,0.16,-0.25,-0.49,stationary
38340,1.60,-12.29,-1.31,0.36,0.02,0.07,stationary
38360,-1.24,-13.68,0.61,0.60,-0.09,0.23,stationary
38380,-0.72,-11.52,0.49,0.96,-0.75,-0.90,stationary
38400,1.18,-9.11,-0.18,0.97,-0.68,-0.68,stationary
38420,0.76,-9.07,0.32,0.72,-0.52,-0.61,stationary
38440,0.23,-8.96,1.21,0.62,-0.49,-0.65,stationary
38460,-0.78,-8.17,1.77,0.60,-0.73,-0.74,stationary
38480,1.35,-8.30,1.68,0.45,-1.11,-0.86,stationary
38500,2.71,-8.32,1.41,0.43,-0.87,-0.35,stationary
38520,2.04,-9.43,1.81,0.45,-0.51,0.02,stationary
38540,2.14,-10.78,2.00,0.47,-0.71,-0.31,stationary
38560,2.65,-10.94,1.63,0.71,-0.67,-0.44,stationary
38580,1.99,-10.34,1.44,0.89,-0.56,-0.70,stationary
38600,1.98,-9.51,1.26,0.86,-0.70,-1.09,stationary
38620,1.86,-9.68,1.48,0.81,-0.74,-1.06,stationary
38640,1.96,-9.96,1.75,0.84,-0.90,-1.21,stationary
38660,2.96,-9.13,1.69,0.90,-1.00,-1.28,stationary
38680,4.01,-9.24,1.65,0.99,-0.90,-1.02,stationary
38700,4.46,-9.03,1.79,1.07,-0.61,-0.92,stationary
38720,3.64,-8.37,2.31,1.21,-0.24,-0.56,stationary
38740,2.17,-8.46,2.76,1.15,-0.43,-0.57,stationary
38760,3.29,-7.88,2.64,0.98,-0.90,-0.84,stationary
38780,4.33,-7.76,2.59,0.94,-0.80,-0.57,stationary
38800,4.17,-7.66,2.78,0.96,-0.67,-0.44,stationary
38820,3.63,-7.30,2.98,0.91,-0.70,-0.32,stationary
38840,4.18,-7.32,3.07,0.77,-0.94,-0.63,stationary
38860,5.25,-7.41,2.95,0.75,-0.88,-0.54,stationary
38880,5.28,-7.46,3.28,0.77,-0.79,-0.51,stationary
38900,5.10,-7.02,3.32,0.79,-0.73,-0.72,stationary
38920,5.07,-6.17,3.20,0.72,-0.72,-0.88,stationary
38940,5.00,-6.20,3.32,0.54,-0.81,-0.87,stationary
38960,5.61,-6.20,3.28,0.36,-0.97,-1.10,stationary
38980,6.35,-6.24,3.15,0.29,-0.90,-0.93,stationary
39000,6.53,-6.57,3.11,0.30,-0.74,-0.64,stationary
39020,6.59,-7.08,3.36,0.36,-0.68,-0.41,stationary
39040,6.81,-7.15,3.38,0.49,-0.61,-0.27,stationary
39060,6.75,-7.05,3.37,0.55,-0.55,-0.31,stationary
39080,7.83,-7.61,3.36,0.62,-0.50,-0.56,stationary
39100,8.08,-8.11,3.33,0.98,-0.08,-0.26,stationary
39120,6.16,-7.40,3.61,1.16,0.05,-0.18,stationary
39140,5.00,-5.93,3.71,1.01,-0.40,-0.57,stationary
39160,6.17,-4.74,3.33,0.73,-0.73,-0.72,stationary
39180,7.77,-4.88,3.25,0.39,-0.71,-0.56,stationary
39200,7.92,-5.61,3.46,0.21,-0.41,-0.31,stationary
39220,7.33,-6.45,3.76,0.16,-0.26,-0.22,stationary
39240,7.47,-6.55,3.76,0.18,-0.24,-0.30,stationary
39260,6.96,-6.20,3.93,0.22,-0.15,-0.28,stationary
39280,6.87,-4.94,3.79,0.09,-0.19,-0.28,stationary
39300,7.03,-5.17,3.77,-0.21,-0.25,-0.19,stationary
39320,7.64,-6.88,3.89,-0.25,-0.07,0.00,stationary
39340,6.68,-7.19,4.11,-0.02,-0.00,0.01,stationary
39360,6.74,-6.65,3.94,0.08,-0.09,0.04,stationary
39380,7.21,-6.20,3.71,0.01,-0.26,-0.13,stationary
39400,8.15,-6.63,3.50,-0.05,-0.12,0.03,stationary
39420,7.60,-7.08,3.79,0.03,-0.01,0.11,stationary
39440,7.39,-7.05,3.81,0.13,-0.04,0.06,stationary
39460,7.53,-6.63,3.63,0.16,-0.10,0.02,stationary
39480,7.31,-6.45,3.57,0.16,-0.01,-0.05,stationary
39500,7.32,-6.30,3.53,0.14,-0.02,-0.14,stationary
39520,7.14,-6.26,3.58,0.17,0.01,-0.13,stationary
39540,7.05,-5.63,3.47,0.16,-0.01,-0.14,stationary
39560,7.06,-5.62,3.42,0.10,-0.01,-0.03,stationary
39580,7.03,-5.83,3.43,0.07,0.02,0.03,stationary
39600,7.14,-6.15,3.49,0.03,-0.04,0.00,stationary
39620,7.45,-6.14,3.42,0.06,-0.02,0.00,stationary
39640,7.17,-5.87,3.41,0.05,0.03,0.03,stationary
39660,7.32,-5.80,3.39,-0.04,-0.03,-0.04,stationary
39680,7.44,-5.83,3.41,-0.09,0.01,-0.06,stationary
39700,7.12,-5.90,3.48,-0.14,0.02,-0.03,stationary
39720,7.41,-6.36,3.42,-0.14,-0.03,-0.12,stationary
39740,7.43,-6.43,3.44,-0.07,0.06,-0.05,stationary
39760,7.15,-6.14,3.48,-0.04,0.03,-0.08,stationary
39780,7.27,-6.12,3.41,-0.07,0.04,-0.06,stationary
39800,7.48,-6.30,3.46,-0.09,0.03,-0.06,stationary
39820,7.37,-6.22,3.50,-0.08,0.06,0.01,stationary
39840,6.93,-6.64,3.63,-0.07,0.09,0.04,stationary
39860,7.16,-6.43,3.55,-0.05,0.00,-0.06,stationary
39880,7.14,-6.23,3.47,-0.04,0.03,0.03,stationary
39900,7.19,-6.23,3.49,-0.07,0.03,0.05,stationary
39920,6.72,-6.54,3.61,-0.06,0.08,0.03,stationary
39940,7.20,-6.58,3.49,-0.04,-0.03,-0.04,stationary
39960,7.12,-6.25,3.48,-0.02,0.00,0.03,stationary
39980,7.12,-6.07,3.38,-0.05,0.00,0.06,stationary
40000,6.90,-6.00,3.33,-0.08,0.00,0.10,stationary
40020,7.18,-6.27,3.36,-0.12,-0.03,0.11,stationary
40040,7.28,-6.57,3.33,-0.06,-0.01,0.08,stationary
40060,7.11,-6.22,3.26,-0.03,-0.00,0.10,stationary
40080,7.47,-6.63,3.27,-0.15,-0.04,0.11,stationary
40100,7.13,-7.10,3.48,-0.06,0.01,0.13,stationary
